index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
11,11,61.021,197.606,1,0.3,1,6,132.5,8
14,14,74.771,166.1125,1,0.4,1,6,83.75,11
17,17,88.021,155.1045,1,0.5,1,6,47.5,14
19,19,93.771,141.87,1,0.4,1,6,38.75,15
21,21,88.021,197.1075,1,0.5,1,6,112.5,11
22,22,106.521,134.3035,1,0.5,1,6,30.0,8
24,24,106.3766,204.991,1,0.5,1,6,82.1444,11
28,28,125.521,164.346,1,0.4,1,6,10.0,11
36,36,147.271,195.906,1,0.3,1,6,46.25,11
38,38,155.771,229.5225,1,0.3,1,6,58.75,15
40,40,178.021,212.4845,1,0.5,1,6,17.5,14
43,43,194.271,277.336,1,0.5,1,6,56.25,14
49,49,228.021,257.297,1,0.3,1,6,17.5,8
53,53,231.021,271.938,1,0.6,1,6,17.5,11
54,54,226.271,288.965,1,0.4,1,6,51.25,15
65,65,252.771,327.2475,1,0.6,1,6,53.75,14
66,66,259.271,304.5585,1,0.5,1,6,26.25,8
71,71,274.021,330.095,1,0.3,1,6,32.5,11
78,78,290.271,344.626,1,0.6,1,6,56.25,8
79,79,307.271,338.3585,1,0.6,1,6,16.25,15
91,91,194.521,224.521,-1,-0.3,1,6,132.5,8
94,94,159.521,189.521,-1,-0.4,1,6,83.75,11
97,97,136.521,166.521,-1,-0.5,1,6,47.5,14
99,99,133.521,163.521,-1,-0.4,1,6,38.75,15
101,101,201.521,231.521,-1,-0.5,1,6,112.5,11
102,102,137.521,167.521,-1,-0.5,1,6,30.0,8
104,104,189.521,219.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,166.521,-1,-0.4,1,6,10.0,11
116,116,194.521,224.521,-1,-0.3,1,6,46.25,11
118,118,215.521,245.521,-1,-0.3,1,6,58.75,15
120,120,196.521,226.521,-1,-0.5,1,6,17.5,14
123,123,251.521,281.521,-1,-0.5,1,6,56.25,14
129,129,246.521,276.521,-1,-0.3,1,6,17.5,8
133,133,249.521,279.521,-1,-0.6,1,6,17.5,11
134,134,278.521,308.521,-1,-0.4,1,6,51.25,15
145,145,307.521,337.521,-1,-0.6,1,6,53.75,14
146,146,286.521,316.521,-1,-0.5,1,6,26.25,8
151,151,307.521,337.521,-1,-0.3,1,6,32.5,11
158,158,347.521,377.521,-1,-0.6,1,6,56.25,8
159,159,324.521,354.521,-1,-0.6,1,6,16.25,15
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
