index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
1,1,41.021,106.376,1,0.5,1,6,52.5,0
2,2,28.771,147.7195,1,0.3,1,6,118.75,1
5,5,54.271,133.9555,1,0.3,1,6,71.25,1
6,6,61.771,118.701,1,0.5,1,6,43.75,4
14,14,74.771,166.1125,1,0.4,1,6,83.75,11
21,21,88.021,197.1075,1,0.5,1,6,112.5,11
23,23,114.021,149.1745,1,0.4,1,6,12.5,0
24,24,106.3766,204.991,1,0.5,1,6,82.1444,11
28,28,125.521,164.346,1,0.4,1,6,10.0,11
34,34,134.271,233.9635,1,0.4,1,6,81.25,4
36,36,147.271,195.906,1,0.3,1,6,46.25,11
39,39,172.271,209.5945,1,0.4,1,6,21.25,1
41,41,180.521,213.1115,1,0.5,1,6,10.0,4
45,45,195.021,258.965,1,0.3,1,6,72.5,0
48,48,220.771,266.826,1,0.4,1,6,53.75,4
53,53,231.021,271.938,1,0.6,1,6,17.5,11
55,55,222.271,316.4775,1,0.6,1,6,86.25,1
71,71,274.021,330.095,1,0.3,1,6,32.5,11
77,77,292.271,334.491,1,0.5,1,6,21.25,0
80,80,311.271,348.476,1,0.5,1,6,11.25,4
81,81,94.521,124.521,-1,-0.5,1,6,52.5,0
82,82,148.521,178.521,-1,-0.3,1,6,118.75,1
85,85,126.521,156.521,-1,-0.3,1,6,71.25,1
86,86,106.521,136.521,-1,-0.5,1,6,43.75,4
94,94,159.521,189.521,-1,-0.4,1,6,83.75,11
101,101,201.521,231.521,-1,-0.5,1,6,112.5,11
103,103,127.521,157.521,-1,-0.4,1,6,12.5,0
104,104,189.521,219.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,166.521,-1,-0.4,1,6,10.0,11
114,114,216.521,246.521,-1,-0.4,1,6,81.25,4
116,116,194.521,224.521,-1,-0.3,1,6,46.25,11
119,119,194.521,224.521,-1,-0.4,1,6,21.25,1
121,121,191.521,221.521,-1,-0.5,1,6,10.0,4
125,125,268.521,298.521,-1,-0.3,1,6,72.5,0
128,128,275.521,305.521,-1,-0.4,1,6,53.75,4
133,133,249.521,279.521,-1,-0.6,1,6,17.5,11
135,135,309.521,339.521,-1,-0.6,1,6,86.25,1
151,151,307.521,337.521,-1,-0.3,1,6,32.5,11
157,157,314.521,344.521,-1,-0.5,1,6,21.25,0
160,160,323.521,353.521,-1,-0.5,1,6,11.25,4
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
