index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
6,6,61.771,118.701,1,0.5,1,6,43.75,4
7,7,57.771,131.861,1,0.3,1,6,88.75,5
14,14,74.771,166.1125,1,0.4,1,6,83.75,11
21,21,88.021,197.1075,1,0.5,1,6,112.5,11
24,24,106.3766,204.991,1,0.5,1,6,82.1444,11
25,25,101.521,201.8785,1,0.3,1,6,90.0,5
28,28,125.521,164.346,1,0.4,1,6,10.0,11
29,29,129.771,169.3575,1,0.4,1,6,28.75,5
34,34,134.271,233.9635,1,0.4,1,6,81.25,4
36,36,147.271,195.906,1,0.3,1,6,46.25,11
41,41,180.521,213.1115,1,0.5,1,6,10.0,4
48,48,220.771,266.826,1,0.4,1,6,53.75,4
53,53,231.021,271.938,1,0.6,1,6,17.5,11
63,63,243.771,317.226,1,0.4,1,6,83.75,5
70,70,275.771,321.312,1,0.6,1,6,23.75,5
71,71,274.021,330.095,1,0.3,1,6,32.5,11
80,80,311.271,348.476,1,0.5,1,6,11.25,4
86,86,106.521,136.521,-1,-0.5,1,6,43.75,4
87,87,147.521,177.521,-1,-0.3,1,6,88.75,5
94,94,159.521,189.521,-1,-0.4,1,6,83.75,11
101,101,201.521,231.521,-1,-0.5,1,6,112.5,11
104,104,189.521,219.521,-1,-0.5,1,6,82.1444,11
105,105,192.521,222.521,-1,-0.3,1,6,90.0,5
108,108,136.521,166.521,-1,-0.4,1,6,10.0,11
109,109,159.521,189.521,-1,-0.4,1,6,28.75,5
114,114,216.521,246.521,-1,-0.4,1,6,81.25,4
116,116,194.521,224.521,-1,-0.3,1,6,46.25,11
121,121,191.521,221.521,-1,-0.5,1,6,10.0,4
128,128,275.521,305.521,-1,-0.4,1,6,53.75,4
133,133,249.521,279.521,-1,-0.6,1,6,17.5,11
143,143,328.521,358.521,-1,-0.4,1,6,83.75,5
150,150,300.521,330.521,-1,-0.6,1,6,23.75,5
151,151,307.521,337.521,-1,-0.3,1,6,32.5,11
160,160,323.521,353.521,-1,-0.5,1,6,11.25,4
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
