index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
2,2,28.771,147.7195,1,0.3,1,6,118.75,1
5,5,54.271,133.9555,1,0.3,1,6,71.25,1
7,7,57.771,131.861,1,0.3,1,6,88.75,5
9,9,73.021,127.919,1,0.4,1,6,52.5,7
12,12,63.271,197.1455,1,0.3,1,6,126.25,9
17,17,88.021,155.1045,1,0.5,1,6,47.5,14
18,18,76.521,216.0145,1,0.5,1,6,115.0,7
19,19,93.771,141.87,1,0.4,1,6,38.75,15
25,25,101.521,201.8785,1,0.3,1,6,90.0,5
27,27,122.771,178.5185,1,0.3,1,6,33.75,9
29,29,129.771,169.3575,1,0.4,1,6,28.75,5
38,38,155.771,229.5225,1,0.3,1,6,58.75,15
39,39,172.271,209.5945,1,0.4,1,6,21.25,1
40,40,178.021,212.4845,1,0.5,1,6,17.5,14
43,43,194.271,277.336,1,0.5,1,6,56.25,14
44,44,205.271,246.1545,1,0.4,1,6,16.25,9
47,47,217.021,285.251,1,0.4,1,6,67.5,7
54,54,226.271,288.965,1,0.4,1,6,51.25,15
55,55,222.271,316.4775,1,0.6,1,6,86.25,1
58,58,239.521,302.2945,1,0.5,1,6,35.0,9
63,63,243.771,317.226,1,0.4,1,6,83.75,5
65,65,252.771,327.2475,1,0.6,1,6,53.75,14
70,70,275.771,321.312,1,0.6,1,6,23.75,5
75,75,288.021,331.211,1,0.6,1,6,17.5,7
79,79,307.271,338.3585,1,0.6,1,6,16.25,15
82,82,148.521,178.521,-1,-0.3,1,6,118.75,1
85,85,126.521,156.521,-1,-0.3,1,6,71.25,1
87,87,147.521,177.521,-1,-0.3,1,6,88.75,5
89,89,126.521,156.521,-1,-0.4,1,6,52.5,7
92,92,190.521,220.521,-1,-0.3,1,6,126.25,9
97,97,136.521,166.521,-1,-0.5,1,6,47.5,14
98,98,192.521,222.521,-1,-0.5,1,6,115.0,7
99,99,133.521,163.521,-1,-0.4,1,6,38.75,15
105,105,192.521,222.521,-1,-0.3,1,6,90.0,5
107,107,157.521,187.521,-1,-0.3,1,6,33.75,9
109,109,159.521,189.521,-1,-0.4,1,6,28.75,5
118,118,215.521,245.521,-1,-0.3,1,6,58.75,15
119,119,194.521,224.521,-1,-0.4,1,6,21.25,1
120,120,196.521,226.521,-1,-0.5,1,6,17.5,14
123,123,251.521,281.521,-1,-0.5,1,6,56.25,14
124,124,222.521,252.521,-1,-0.4,1,6,16.25,9
127,127,285.521,315.521,-1,-0.4,1,6,67.5,7
134,134,278.521,308.521,-1,-0.4,1,6,51.25,15
135,135,309.521,339.521,-1,-0.6,1,6,86.25,1
138,138,275.521,305.521,-1,-0.5,1,6,35.0,9
143,143,328.521,358.521,-1,-0.4,1,6,83.75,5
145,145,307.521,337.521,-1,-0.6,1,6,53.75,14
150,150,300.521,330.521,-1,-0.6,1,6,23.75,5
155,155,306.521,336.521,-1,-0.6,1,6,17.5,7
159,159,324.521,354.521,-1,-0.6,1,6,16.25,15
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
