index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
6,6,61.771,118.701,1,0.5,1,6,43.75,4
11,11,61.021,197.606,1,0.3,1,6,132.5,8
14,14,74.771,166.1125,1,0.4,1,6,83.75,11
21,21,88.021,197.1075,1,0.5,1,6,112.5,11
22,22,106.521,134.3035,1,0.5,1,6,30.0,8
24,24,106.3766,204.991,1,0.5,1,6,82.1444,11
28,28,125.521,164.346,1,0.4,1,6,10.0,11
34,34,134.271,233.9635,1,0.4,1,6,81.25,4
36,36,147.271,195.906,1,0.3,1,6,46.25,11
41,41,180.521,213.1115,1,0.5,1,6,10.0,4
48,48,220.771,266.826,1,0.4,1,6,53.75,4
49,49,228.021,257.297,1,0.3,1,6,17.5,8
53,53,231.021,271.938,1,0.6,1,6,17.5,11
66,66,259.271,304.5585,1,0.5,1,6,26.25,8
71,71,274.021,330.095,1,0.3,1,6,32.5,11
78,78,290.271,344.626,1,0.6,1,6,56.25,8
80,80,311.271,348.476,1,0.5,1,6,11.25,4
86,86,106.521,136.521,-1,-0.5,1,6,43.75,4
91,91,194.521,224.521,-1,-0.3,1,6,132.5,8
94,94,159.521,189.521,-1,-0.4,1,6,83.75,11
101,101,201.521,231.521,-1,-0.5,1,6,112.5,11
102,102,137.521,167.521,-1,-0.5,1,6,30.0,8
104,104,189.521,219.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,166.521,-1,-0.4,1,6,10.0,11
114,114,216.521,246.521,-1,-0.4,1,6,81.25,4
116,116,194.521,224.521,-1,-0.3,1,6,46.25,11
121,121,191.521,221.521,-1,-0.5,1,6,10.0,4
128,128,275.521,305.521,-1,-0.4,1,6,53.75,4
129,129,246.521,276.521,-1,-0.3,1,6,17.5,8
133,133,249.521,279.521,-1,-0.6,1,6,17.5,11
146,146,286.521,316.521,-1,-0.5,1,6,26.25,8
151,151,307.521,337.521,-1,-0.3,1,6,32.5,11
158,158,347.521,377.521,-1,-0.6,1,6,56.25,8
160,160,323.521,353.521,-1,-0.5,1,6,11.25,4
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
