index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,382.92,0,0.0,0,-1,382.92,-1
6,6,61.771,118.701,1,0.5,1,6,43.75,4
9,9,73.021,127.919,1,0.4,1,6,52.5,7
14,14,74.771,166.1125,1,0.4,1,6,83.75,11
18,18,76.521,216.0145,1,0.5,1,6,115.0,7
19,19,93.771,141.87,1,0.4,1,6,38.75,15
21,21,88.021,197.1075,1,0.5,1,6,112.5,11
24,24,106.3766,204.991,1,0.5,1,6,82.1444,11
28,28,125.521,164.346,1,0.4,1,6,10.0,11
34,34,134.271,233.9635,1,0.4,1,6,81.25,4
36,36,147.271,195.906,1,0.3,1,6,46.25,11
38,38,155.771,229.5225,1,0.3,1,6,58.75,15
41,41,180.521,213.1115,1,0.5,1,6,10.0,4
47,47,217.021,285.251,1,0.4,1,6,67.5,7
48,48,220.771,266.826,1,0.4,1,6,53.75,4
53,53,231.021,271.938,1,0.6,1,6,17.5,11
54,54,226.271,288.965,1,0.4,1,6,51.25,15
71,71,274.021,330.095,1,0.3,1,6,32.5,11
75,75,288.021,331.211,1,0.6,1,6,17.5,7
79,79,307.271,338.3585,1,0.6,1,6,16.25,15
80,80,311.271,348.476,1,0.5,1,6,11.25,4
86,86,106.521,136.521,-1,-0.5,1,6,43.75,4
89,89,126.521,156.521,-1,-0.4,1,6,52.5,7
94,94,159.521,189.521,-1,-0.4,1,6,83.75,11
98,98,192.521,222.521,-1,-0.5,1,6,115.0,7
99,99,133.521,163.521,-1,-0.4,1,6,38.75,15
101,101,201.521,231.521,-1,-0.5,1,6,112.5,11
104,104,189.521,219.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,166.521,-1,-0.4,1,6,10.0,11
114,114,216.521,246.521,-1,-0.4,1,6,81.25,4
116,116,194.521,224.521,-1,-0.3,1,6,46.25,11
118,118,215.521,245.521,-1,-0.3,1,6,58.75,15
121,121,191.521,221.521,-1,-0.5,1,6,10.0,4
127,127,285.521,315.521,-1,-0.4,1,6,67.5,7
128,128,275.521,305.521,-1,-0.4,1,6,53.75,4
133,133,249.521,279.521,-1,-0.6,1,6,17.5,11
134,134,278.521,308.521,-1,-0.4,1,6,51.25,15
151,151,307.521,337.521,-1,-0.3,1,6,32.5,11
155,155,306.521,336.521,-1,-0.6,1,6,17.5,7
159,159,324.521,354.521,-1,-0.6,1,6,16.25,15
160,160,323.521,353.521,-1,-0.5,1,6,11.25,4
161,161,0.0,382.92,0,0.0,0,-1,382.92,-1
