index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,427.371,0,0.0,0,-1,427.371,-1
2,2,22.35,52.35,1,0.5,1,6,95.0,1
3,3,25.35,55.35,1,0.5,1,6,51.25,2
4,4,39.35,69.35,1,0.4,1,6,58.75,1
11,11,59.35,89.35,1,0.5,1,6,12.5,1
15,15,68.35,98.35,1,0.5,1,6,18.75,9
19,19,104.35,134.35,1,0.5,1,6,72.5,2
27,27,124.35,154.35,1,0.5,1,6,88.75,1
28,28,127.35,157.35,1,0.3,1,6,38.75,9
40,40,162.35,192.35,1,0.4,1,6,36.25,2
58,58,198.35,228.35,1,0.6,1,6,93.75,9
61,61,202.35,232.35,1,0.6,1,6,50.0,1
64,64,213.35,243.35,1,0.6,1,6,21.25,9
65,65,214.35,244.35,1,0.5,1,6,32.5,2
73,73,256.35,286.35,1,0.4,1,6,26.25,1
75,75,268.35,298.35,1,0.5,1,6,17.5,2
77,77,298.35,328.35,1,0.3,1,6,66.25,1
80,80,308.35,338.35,1,0.3,1,6,57.5,9
82,82,37.639,148.35,-1,-0.5,1,6,95.0,1
83,83,43.17,107.6,-1,-0.5,1,6,51.25,2
84,84,47.366,129.1,-1,-0.4,1,6,58.75,1
91,91,63.6585,102.85,-1,-0.5,1,6,12.5,1
95,95,76.9185,118.1,-1,-0.5,1,6,18.75,9
99,99,115.234,207.85,-1,-0.5,1,6,72.5,2
107,107,149.7725,244.1,-1,-0.5,1,6,88.75,1
108,108,147.781,197.1,-1,-0.3,1,6,38.75,9
120,120,173.263,229.6,-1,-0.4,1,6,36.25,2
138,138,224.8335,323.1,-1,-0.6,1,6,93.75,9
141,141,225.049,283.35,-1,-0.6,1,6,50.0,1
144,144,222.559,265.6,-1,-0.6,1,6,21.25,9
145,145,227.9175,277.85,-1,-0.5,1,6,32.5,2
153,153,264.6965,313.6,-1,-0.4,1,6,26.25,1
155,155,273.324,316.85,-1,-0.5,1,6,17.5,2
157,157,340.43,395.6,-1,-0.3,1,6,66.25,1
160,160,321.796,396.85,-1,-0.3,1,6,57.5,9
161,161,0.0,427.371,0,0.0,0,-1,427.371,-1
