index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,427.371,0,0.0,0,-1,427.371,-1
6,6,50.35,80.35,1,0.5,1,6,80.0,3
7,7,51.35,81.35,1,0.5,1,6,10.0,4
8,8,52.35,82.35,1,0.5,1,6,57.5,3
9,9,52.35,82.35,1,0.4,1,6,12.5,5
12,12,63.35,93.35,1,0.4,1,6,68.75,7
13,13,65.35,95.35,1,0.5,1,6,10.0,8
16,16,75.35,105.35,1,0.5,1,6,52.5,5
17,17,83.35,113.35,1,0.5,1,6,77.5,10
18,18,87.35,117.35,1,0.4,1,6,48.75,4
20,20,107.35,137.35,1,0.4,1,6,72.5,8
22,22,113.35,143.35,1,0.5,1,6,20.0,8
24,24,114.35,144.35,1,0.5,1,6,56.25,3
25,25,116.35,146.35,1,0.4,1,6,60.0,8
26,26,121.35,151.35,1,0.4,1,6,61.25,10
33,33,134.35,164.35,1,0.4,1,6,33.75,10
36,36,148.35,178.35,1,0.5,1,6,105.0,7
37,37,153.35,183.35,1,0.3,1,6,185.0,5
39,39,157.35,187.35,1,0.3,1,6,87.5,4
43,43,170.35,200.35,1,0.2,1,6,63.75,5
45,45,176.35,206.35,1,0.6,1,6,57.5,3
46,46,177.35,207.35,1,0.4,1,6,42.5,7
50,50,184.35,214.35,1,0.3,1,6,168.75,4
54,54,187.35,217.35,1,0.3,1,6,62.5,8
62,62,202.35,232.35,1,0.5,1,6,70.0,10
72,72,252.35,282.35,1,0.6,1,6,45.0,7
86,86,56.8565,161.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,92.35,-1,-0.5,1,6,10.0,4
88,88,85.534,140.85,-1,-0.5,1,6,57.5,3
89,89,58.7165,95.85,-1,-0.4,1,6,12.5,5
92,92,75.9075,163.1,-1,-0.4,1,6,68.75,7
93,93,75.3565,106.35,-1,-0.5,1,6,10.0,8
96,96,93.495,158.85,-1,-0.5,1,6,52.5,5
97,97,108.0325,191.85,-1,-0.5,1,6,77.5,10
98,98,126.045,167.1,-1,-0.4,1,6,48.75,4
100,100,127.8835,210.85,-1,-0.4,1,6,72.5,8
102,102,120.6105,164.35,-1,-0.5,1,6,20.0,8
104,104,125.7665,201.6,-1,-0.5,1,6,56.25,3
105,105,139.7585,207.35,-1,-0.4,1,6,60.0,8
106,106,140.8235,213.6,-1,-0.4,1,6,61.25,10
113,113,154.5135,199.1,-1,-0.4,1,6,33.75,10
116,116,173.671,284.35,-1,-0.5,1,6,105.0,7
117,117,192.906,369.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,275.85,-1,-0.3,1,6,87.5,4
123,123,193.09,265.1,-1,-0.2,1,6,63.75,5
125,125,193.6425,264.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,250.85,-1,-0.4,1,6,42.5,7
130,130,215.1515,384.1,-1,-0.3,1,6,168.75,4
134,134,209.7035,280.85,-1,-0.3,1,6,62.5,8
142,142,214.3125,303.35,-1,-0.5,1,6,70.0,10
152,152,262.6235,328.35,-1,-0.6,1,6,45.0,7
161,161,0.0,427.371,0,0.0,0,-1,427.371,-1
