index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,427.371,0,0.0,0,-1,427.371,-1
1,1,21.35,51.35,1,0.4,1,6,10.0,0
2,2,22.35,52.35,1,0.5,1,6,95.0,1
4,4,39.35,69.35,1,0.4,1,6,58.75,1
5,5,49.35,79.35,1,0.5,1,6,48.75,0
7,7,51.35,81.35,1,0.5,1,6,10.0,4
11,11,59.35,89.35,1,0.5,1,6,12.5,1
12,12,63.35,93.35,1,0.4,1,6,68.75,7
13,13,65.35,95.35,1,0.5,1,6,10.0,8
14,14,67.35,97.35,1,0.5,1,6,53.75,0
18,18,87.35,117.35,1,0.4,1,6,48.75,4
20,20,107.35,137.35,1,0.4,1,6,72.5,8
22,22,113.35,143.35,1,0.5,1,6,20.0,8
25,25,116.35,146.35,1,0.4,1,6,60.0,8
27,27,124.35,154.35,1,0.5,1,6,88.75,1
29,29,129.35,159.35,1,0.6,1,6,143.75,0
36,36,148.35,178.35,1,0.5,1,6,105.0,7
39,39,157.35,187.35,1,0.3,1,6,87.5,4
41,41,163.35,193.35,1,0.3,1,6,42.5,0
46,46,177.35,207.35,1,0.4,1,6,42.5,7
50,50,184.35,214.35,1,0.3,1,6,168.75,4
54,54,187.35,217.35,1,0.3,1,6,62.5,8
61,61,202.35,232.35,1,0.6,1,6,50.0,1
72,72,252.35,282.35,1,0.6,1,6,45.0,7
73,73,256.35,286.35,1,0.4,1,6,26.25,1
77,77,298.35,328.35,1,0.3,1,6,66.25,1
81,81,24.905,62.35,-1,-0.4,1,6,10.0,0
82,82,37.639,148.35,-1,-0.5,1,6,95.0,1
84,84,47.366,129.1,-1,-0.4,1,6,58.75,1
85,85,83.7635,129.1,-1,-0.5,1,6,48.75,0
87,87,59.3525,92.35,-1,-0.5,1,6,10.0,4
91,91,63.6585,102.85,-1,-0.5,1,6,12.5,1
92,92,75.9075,163.1,-1,-0.4,1,6,68.75,7
93,93,75.3565,106.35,-1,-0.5,1,6,10.0,8
94,94,71.535,152.1,-1,-0.5,1,6,53.75,0
98,98,126.045,167.1,-1,-0.4,1,6,48.75,4
100,100,127.8835,210.85,-1,-0.4,1,6,72.5,8
102,102,120.6105,164.35,-1,-0.5,1,6,20.0,8
105,105,139.7585,207.35,-1,-0.4,1,6,60.0,8
107,107,149.7725,244.1,-1,-0.5,1,6,88.75,1
109,109,162.245,304.1,-1,-0.6,1,6,143.75,0
116,116,173.671,284.35,-1,-0.5,1,6,105.0,7
119,119,179.9155,275.85,-1,-0.3,1,6,87.5,4
121,121,186.2935,236.85,-1,-0.3,1,6,42.5,0
126,126,205.2325,250.85,-1,-0.4,1,6,42.5,7
130,130,215.1515,384.1,-1,-0.3,1,6,168.75,4
134,134,209.7035,280.85,-1,-0.3,1,6,62.5,8
141,141,225.049,283.35,-1,-0.6,1,6,50.0,1
152,152,262.6235,328.35,-1,-0.6,1,6,45.0,7
153,153,264.6965,313.6,-1,-0.4,1,6,26.25,1
157,157,340.43,395.6,-1,-0.3,1,6,66.25,1
161,161,0.0,427.371,0,0.0,0,-1,427.371,-1
