index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,427.371,0,0.0,0,-1,427.371,-1
1,1,21.35,51.35,1,0.4,1,6,10.0,0
2,2,22.35,52.35,1,0.5,1,6,95.0,1
3,3,25.35,55.35,1,0.5,1,6,51.25,2
4,4,39.35,69.35,1,0.4,1,6,58.75,1
5,5,49.35,79.35,1,0.5,1,6,48.75,0
6,6,50.35,80.35,1,0.5,1,6,80.0,3
7,7,51.35,81.35,1,0.5,1,6,10.0,4
8,8,52.35,82.35,1,0.5,1,6,57.5,3
9,9,52.35,82.35,1,0.4,1,6,12.5,5
11,11,59.35,89.35,1,0.5,1,6,12.5,1
13,13,65.35,95.35,1,0.5,1,6,10.0,8
14,14,67.35,97.35,1,0.5,1,6,53.75,0
15,15,68.35,98.35,1,0.5,1,6,18.75,9
16,16,75.35,105.35,1,0.5,1,6,52.5,5
18,18,87.35,117.35,1,0.4,1,6,48.75,4
19,19,104.35,134.35,1,0.5,1,6,72.5,2
20,20,107.35,137.35,1,0.4,1,6,72.5,8
22,22,113.35,143.35,1,0.5,1,6,20.0,8
24,24,114.35,144.35,1,0.5,1,6,56.25,3
25,25,116.35,146.35,1,0.4,1,6,60.0,8
27,27,124.35,154.35,1,0.5,1,6,88.75,1
28,28,127.35,157.35,1,0.3,1,6,38.75,9
29,29,129.35,159.35,1,0.6,1,6,143.75,0
37,37,153.35,183.35,1,0.3,1,6,185.0,5
39,39,157.35,187.35,1,0.3,1,6,87.5,4
40,40,162.35,192.35,1,0.4,1,6,36.25,2
41,41,163.35,193.35,1,0.3,1,6,42.5,0
43,43,170.35,200.35,1,0.2,1,6,63.75,5
45,45,176.35,206.35,1,0.6,1,6,57.5,3
50,50,184.35,214.35,1,0.3,1,6,168.75,4
54,54,187.35,217.35,1,0.3,1,6,62.5,8
58,58,198.35,228.35,1,0.6,1,6,93.75,9
61,61,202.35,232.35,1,0.6,1,6,50.0,1
64,64,213.35,243.35,1,0.6,1,6,21.25,9
65,65,214.35,244.35,1,0.5,1,6,32.5,2
73,73,256.35,286.35,1,0.4,1,6,26.25,1
75,75,268.35,298.35,1,0.5,1,6,17.5,2
77,77,298.35,328.35,1,0.3,1,6,66.25,1
80,80,308.35,338.35,1,0.3,1,6,57.5,9
81,81,24.905,62.35,-1,-0.4,1,6,10.0,0
82,82,37.639,148.35,-1,-0.5,1,6,95.0,1
83,83,43.17,107.6,-1,-0.5,1,6,51.25,2
84,84,47.366,129.1,-1,-0.4,1,6,58.75,1
85,85,83.7635,129.1,-1,-0.5,1,6,48.75,0
86,86,56.8565,161.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,92.35,-1,-0.5,1,6,10.0,4
88,88,85.534,140.85,-1,-0.5,1,6,57.5,3
89,89,58.7165,95.85,-1,-0.4,1,6,12.5,5
91,91,63.6585,102.85,-1,-0.5,1,6,12.5,1
93,93,75.3565,106.35,-1,-0.5,1,6,10.0,8
94,94,71.535,152.1,-1,-0.5,1,6,53.75,0
95,95,76.9185,118.1,-1,-0.5,1,6,18.75,9
96,96,93.495,158.85,-1,-0.5,1,6,52.5,5
98,98,126.045,167.1,-1,-0.4,1,6,48.75,4
99,99,115.234,207.85,-1,-0.5,1,6,72.5,2
100,100,127.8835,210.85,-1,-0.4,1,6,72.5,8
102,102,120.6105,164.35,-1,-0.5,1,6,20.0,8
104,104,125.7665,201.6,-1,-0.5,1,6,56.25,3
105,105,139.7585,207.35,-1,-0.4,1,6,60.0,8
107,107,149.7725,244.1,-1,-0.5,1,6,88.75,1
108,108,147.781,197.1,-1,-0.3,1,6,38.75,9
109,109,162.245,304.1,-1,-0.6,1,6,143.75,0
117,117,192.906,369.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,275.85,-1,-0.3,1,6,87.5,4
120,120,173.263,229.6,-1,-0.4,1,6,36.25,2
121,121,186.2935,236.85,-1,-0.3,1,6,42.5,0
123,123,193.09,265.1,-1,-0.2,1,6,63.75,5
125,125,193.6425,264.85,-1,-0.6,1,6,57.5,3
130,130,215.1515,384.1,-1,-0.3,1,6,168.75,4
134,134,209.7035,280.85,-1,-0.3,1,6,62.5,8
138,138,224.8335,323.1,-1,-0.6,1,6,93.75,9
141,141,225.049,283.35,-1,-0.6,1,6,50.0,1
144,144,222.559,265.6,-1,-0.6,1,6,21.25,9
145,145,227.9175,277.85,-1,-0.5,1,6,32.5,2
153,153,264.6965,313.6,-1,-0.4,1,6,26.25,1
155,155,273.324,316.85,-1,-0.5,1,6,17.5,2
157,157,340.43,395.6,-1,-0.3,1,6,66.25,1
160,160,321.796,396.85,-1,-0.3,1,6,57.5,9
161,161,0.0,427.371,0,0.0,0,-1,427.371,-1
