index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,412.521,0,0.0,0,-1,412.521,-1
11,11,61.021,227.606,1,0.3,1,6,132.5,8
14,14,74.771,196.1125,1,0.4,1,6,83.75,11
17,17,88.021,185.1045,1,0.5,1,6,47.5,14
19,19,93.771,171.87,1,0.4,1,6,38.75,15
21,21,88.021,227.1075,1,0.5,1,6,112.5,11
22,22,106.521,164.3035,1,0.5,1,6,30.0,8
24,24,106.3766,234.991,1,0.5,1,6,82.1444,11
28,28,125.521,194.346,1,0.4,1,6,10.0,11
36,36,147.271,225.906,1,0.3,1,6,46.25,11
38,38,155.771,259.5225,1,0.3,1,6,58.75,15
40,40,178.021,242.4845,1,0.5,1,6,17.5,14
43,43,194.271,307.336,1,0.5,1,6,56.25,14
49,49,228.021,287.297,1,0.3,1,6,17.5,8
53,53,231.021,301.938,1,0.6,1,6,17.5,11
54,54,226.271,318.965,1,0.4,1,6,51.25,15
65,65,252.771,357.2475,1,0.6,1,6,53.75,14
66,66,259.271,334.5585,1,0.5,1,6,26.25,8
71,71,274.021,360.095,1,0.3,1,6,32.5,11
78,78,290.271,374.626,1,0.6,1,6,56.25,8
79,79,307.271,368.3585,1,0.6,1,6,16.25,15
91,91,194.521,254.521,-1,-0.3,1,6,132.5,8
94,94,159.521,219.521,-1,-0.4,1,6,83.75,11
97,97,136.521,196.521,-1,-0.5,1,6,47.5,14
99,99,133.521,193.521,-1,-0.4,1,6,38.75,15
101,101,201.521,261.521,-1,-0.5,1,6,112.5,11
102,102,137.521,197.521,-1,-0.5,1,6,30.0,8
104,104,189.521,249.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,196.521,-1,-0.4,1,6,10.0,11
116,116,194.521,254.521,-1,-0.3,1,6,46.25,11
118,118,215.521,275.521,-1,-0.3,1,6,58.75,15
120,120,196.521,256.521,-1,-0.5,1,6,17.5,14
123,123,251.521,311.521,-1,-0.5,1,6,56.25,14
129,129,246.521,306.521,-1,-0.3,1,6,17.5,8
133,133,249.521,309.521,-1,-0.6,1,6,17.5,11
134,134,278.521,338.521,-1,-0.4,1,6,51.25,15
145,145,307.521,367.521,-1,-0.6,1,6,53.75,14
146,146,286.521,346.521,-1,-0.5,1,6,26.25,8
151,151,307.521,367.521,-1,-0.3,1,6,32.5,11
158,158,347.521,407.521,-1,-0.6,1,6,56.25,8
159,159,324.521,384.521,-1,-0.6,1,6,16.25,15
161,161,0.0,412.521,0,0.0,0,-1,412.521,-1
