index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,412.521,0,0.0,0,-1,412.521,-1
6,6,61.771,148.701,1,0.5,1,6,43.75,4
11,11,61.021,227.606,1,0.3,1,6,132.5,8
14,14,74.771,196.1125,1,0.4,1,6,83.75,11
21,21,88.021,227.1075,1,0.5,1,6,112.5,11
22,22,106.521,164.3035,1,0.5,1,6,30.0,8
24,24,106.3766,234.991,1,0.5,1,6,82.1444,11
28,28,125.521,194.346,1,0.4,1,6,10.0,11
34,34,134.271,263.9635,1,0.4,1,6,81.25,4
36,36,147.271,225.906,1,0.3,1,6,46.25,11
41,41,180.521,243.1115,1,0.5,1,6,10.0,4
48,48,220.771,296.826,1,0.4,1,6,53.75,4
49,49,228.021,287.297,1,0.3,1,6,17.5,8
53,53,231.021,301.938,1,0.6,1,6,17.5,11
66,66,259.271,334.5585,1,0.5,1,6,26.25,8
71,71,274.021,360.095,1,0.3,1,6,32.5,11
78,78,290.271,374.626,1,0.6,1,6,56.25,8
80,80,311.271,378.476,1,0.5,1,6,11.25,4
86,86,106.521,166.521,-1,-0.5,1,6,43.75,4
91,91,194.521,254.521,-1,-0.3,1,6,132.5,8
94,94,159.521,219.521,-1,-0.4,1,6,83.75,11
101,101,201.521,261.521,-1,-0.5,1,6,112.5,11
102,102,137.521,197.521,-1,-0.5,1,6,30.0,8
104,104,189.521,249.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,196.521,-1,-0.4,1,6,10.0,11
114,114,216.521,276.521,-1,-0.4,1,6,81.25,4
116,116,194.521,254.521,-1,-0.3,1,6,46.25,11
121,121,191.521,251.521,-1,-0.5,1,6,10.0,4
128,128,275.521,335.521,-1,-0.4,1,6,53.75,4
129,129,246.521,306.521,-1,-0.3,1,6,17.5,8
133,133,249.521,309.521,-1,-0.6,1,6,17.5,11
146,146,286.521,346.521,-1,-0.5,1,6,26.25,8
151,151,307.521,367.521,-1,-0.3,1,6,32.5,11
158,158,347.521,407.521,-1,-0.6,1,6,56.25,8
160,160,323.521,383.521,-1,-0.5,1,6,11.25,4
161,161,0.0,412.521,0,0.0,0,-1,412.521,-1
