index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,412.521,0,0.0,0,-1,412.521,-1
1,1,41.021,136.376,1,0.5,1,6,52.5,0
6,6,61.771,148.701,1,0.5,1,6,43.75,4
7,7,57.771,161.861,1,0.3,1,6,88.75,5
14,14,74.771,196.1125,1,0.4,1,6,83.75,11
19,19,93.771,171.87,1,0.4,1,6,38.75,15
21,21,88.021,227.1075,1,0.5,1,6,112.5,11
23,23,114.021,179.1745,1,0.4,1,6,12.5,0
24,24,106.3766,234.991,1,0.5,1,6,82.1444,11
25,25,101.521,231.8785,1,0.3,1,6,90.0,5
28,28,125.521,194.346,1,0.4,1,6,10.0,11
29,29,129.771,199.3575,1,0.4,1,6,28.75,5
34,34,134.271,263.9635,1,0.4,1,6,81.25,4
36,36,147.271,225.906,1,0.3,1,6,46.25,11
38,38,155.771,259.5225,1,0.3,1,6,58.75,15
41,41,180.521,243.1115,1,0.5,1,6,10.0,4
45,45,195.021,288.965,1,0.3,1,6,72.5,0
48,48,220.771,296.826,1,0.4,1,6,53.75,4
53,53,231.021,301.938,1,0.6,1,6,17.5,11
54,54,226.271,318.965,1,0.4,1,6,51.25,15
63,63,243.771,347.226,1,0.4,1,6,83.75,5
70,70,275.771,351.312,1,0.6,1,6,23.75,5
71,71,274.021,360.095,1,0.3,1,6,32.5,11
77,77,292.271,364.491,1,0.5,1,6,21.25,0
79,79,307.271,368.3585,1,0.6,1,6,16.25,15
80,80,311.271,378.476,1,0.5,1,6,11.25,4
81,81,94.521,154.521,-1,-0.5,1,6,52.5,0
86,86,106.521,166.521,-1,-0.5,1,6,43.75,4
87,87,147.521,207.521,-1,-0.3,1,6,88.75,5
94,94,159.521,219.521,-1,-0.4,1,6,83.75,11
99,99,133.521,193.521,-1,-0.4,1,6,38.75,15
101,101,201.521,261.521,-1,-0.5,1,6,112.5,11
103,103,127.521,187.521,-1,-0.4,1,6,12.5,0
104,104,189.521,249.521,-1,-0.5,1,6,82.1444,11
105,105,192.521,252.521,-1,-0.3,1,6,90.0,5
108,108,136.521,196.521,-1,-0.4,1,6,10.0,11
109,109,159.521,219.521,-1,-0.4,1,6,28.75,5
114,114,216.521,276.521,-1,-0.4,1,6,81.25,4
116,116,194.521,254.521,-1,-0.3,1,6,46.25,11
118,118,215.521,275.521,-1,-0.3,1,6,58.75,15
121,121,191.521,251.521,-1,-0.5,1,6,10.0,4
125,125,268.521,328.521,-1,-0.3,1,6,72.5,0
128,128,275.521,335.521,-1,-0.4,1,6,53.75,4
133,133,249.521,309.521,-1,-0.6,1,6,17.5,11
134,134,278.521,338.521,-1,-0.4,1,6,51.25,15
143,143,328.521,388.521,-1,-0.4,1,6,83.75,5
150,150,300.521,360.521,-1,-0.6,1,6,23.75,5
151,151,307.521,367.521,-1,-0.3,1,6,32.5,11
157,157,314.521,374.521,-1,-0.5,1,6,21.25,0
159,159,324.521,384.521,-1,-0.6,1,6,16.25,15
160,160,323.521,383.521,-1,-0.5,1,6,11.25,4
161,161,0.0,412.521,0,0.0,0,-1,412.521,-1
