index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
6,6,50.35,95.35,1,0.5,1,6,80.0,3
7,7,51.35,96.35,1,0.5,1,6,10.0,4
8,8,52.35,97.35,1,0.5,1,6,57.5,3
9,9,52.35,97.35,1,0.4,1,6,12.5,5
12,12,63.35,108.35,1,0.4,1,6,68.75,7
13,13,65.35,110.35,1,0.5,1,6,10.0,8
16,16,75.35,120.35,1,0.5,1,6,52.5,5
17,17,83.35,128.35,1,0.5,1,6,77.5,10
18,18,87.35,132.35,1,0.4,1,6,48.75,4
20,20,107.35,152.35,1,0.4,1,6,72.5,8
22,22,113.35,158.35,1,0.5,1,6,20.0,8
24,24,114.35,159.35,1,0.5,1,6,56.25,3
25,25,116.35,161.35,1,0.4,1,6,60.0,8
26,26,121.35,166.35,1,0.4,1,6,61.25,10
33,33,134.35,179.35,1,0.4,1,6,33.75,10
36,36,148.35,193.35,1,0.5,1,6,105.0,7
37,37,153.35,198.35,1,0.3,1,6,185.0,5
39,39,157.35,202.35,1,0.3,1,6,87.5,4
43,43,170.35,215.35,1,0.2,1,6,63.75,5
45,45,176.35,221.35,1,0.6,1,6,57.5,3
46,46,177.35,222.35,1,0.4,1,6,42.5,7
50,50,184.35,229.35,1,0.3,1,6,168.75,4
54,54,187.35,232.35,1,0.3,1,6,62.5,8
62,62,202.35,247.35,1,0.5,1,6,70.0,10
72,72,252.35,297.35,1,0.6,1,6,45.0,7
86,86,56.8565,176.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,107.35,-1,-0.5,1,6,10.0,4
88,88,85.534,155.85,-1,-0.5,1,6,57.5,3
89,89,58.7165,110.85,-1,-0.4,1,6,12.5,5
92,92,75.9075,178.1,-1,-0.4,1,6,68.75,7
93,93,75.3565,121.35,-1,-0.5,1,6,10.0,8
96,96,93.495,173.85,-1,-0.5,1,6,52.5,5
97,97,108.0325,206.85,-1,-0.5,1,6,77.5,10
98,98,126.045,182.1,-1,-0.4,1,6,48.75,4
100,100,127.8835,225.85,-1,-0.4,1,6,72.5,8
102,102,120.6105,179.35,-1,-0.5,1,6,20.0,8
104,104,125.7665,216.6,-1,-0.5,1,6,56.25,3
105,105,139.7585,222.35,-1,-0.4,1,6,60.0,8
106,106,140.8235,228.6,-1,-0.4,1,6,61.25,10
113,113,154.5135,214.1,-1,-0.4,1,6,33.75,10
116,116,173.671,299.35,-1,-0.5,1,6,105.0,7
117,117,192.906,384.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,290.85,-1,-0.3,1,6,87.5,4
123,123,193.09,280.1,-1,-0.2,1,6,63.75,5
125,125,193.6425,279.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,265.85,-1,-0.4,1,6,42.5,7
130,130,215.1515,399.1,-1,-0.3,1,6,168.75,4
134,134,209.7035,295.85,-1,-0.3,1,6,62.5,8
142,142,214.3125,318.35,-1,-0.5,1,6,70.0,10
152,152,262.6235,343.35,-1,-0.6,1,6,45.0,7
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
