index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
2,2,22.35,67.35,1,0.5,1,6,95.0,1
4,4,39.35,84.35,1,0.4,1,6,58.75,1
6,6,50.35,95.35,1,0.5,1,6,80.0,3
7,7,51.35,96.35,1,0.5,1,6,10.0,4
8,8,52.35,97.35,1,0.5,1,6,57.5,3
11,11,59.35,104.35,1,0.5,1,6,12.5,1
15,15,68.35,113.35,1,0.5,1,6,18.75,9
18,18,87.35,132.35,1,0.4,1,6,48.75,4
24,24,114.35,159.35,1,0.5,1,6,56.25,3
27,27,124.35,169.35,1,0.5,1,6,88.75,1
28,28,127.35,172.35,1,0.3,1,6,38.75,9
39,39,157.35,202.35,1,0.3,1,6,87.5,4
45,45,176.35,221.35,1,0.6,1,6,57.5,3
50,50,184.35,229.35,1,0.3,1,6,168.75,4
58,58,198.35,243.35,1,0.6,1,6,93.75,9
61,61,202.35,247.35,1,0.6,1,6,50.0,1
64,64,213.35,258.35,1,0.6,1,6,21.25,9
73,73,256.35,301.35,1,0.4,1,6,26.25,1
77,77,298.35,343.35,1,0.3,1,6,66.25,1
80,80,308.35,353.35,1,0.3,1,6,57.5,9
82,82,37.639,163.35,-1,-0.5,1,6,95.0,1
84,84,47.366,144.1,-1,-0.4,1,6,58.75,1
86,86,56.8565,176.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,107.35,-1,-0.5,1,6,10.0,4
88,88,85.534,155.85,-1,-0.5,1,6,57.5,3
91,91,63.6585,117.85,-1,-0.5,1,6,12.5,1
95,95,76.9185,133.1,-1,-0.5,1,6,18.75,9
98,98,126.045,182.1,-1,-0.4,1,6,48.75,4
104,104,125.7665,216.6,-1,-0.5,1,6,56.25,3
107,107,149.7725,259.1,-1,-0.5,1,6,88.75,1
108,108,147.781,212.1,-1,-0.3,1,6,38.75,9
119,119,179.9155,290.85,-1,-0.3,1,6,87.5,4
125,125,193.6425,279.85,-1,-0.6,1,6,57.5,3
130,130,215.1515,399.1,-1,-0.3,1,6,168.75,4
138,138,224.8335,338.1,-1,-0.6,1,6,93.75,9
141,141,225.049,298.35,-1,-0.6,1,6,50.0,1
144,144,222.559,280.6,-1,-0.6,1,6,21.25,9
153,153,264.6965,328.6,-1,-0.4,1,6,26.25,1
157,157,340.43,410.6,-1,-0.3,1,6,66.25,1
160,160,321.796,411.85,-1,-0.3,1,6,57.5,9
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
