index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,540.0,0,0.0,0,-1,540.0,-1
2,2,22.35,67.35,1,0.5,1,6,95.0,1
3,3,25.35,70.35,1,0.5,1,6,51.25,2
4,4,39.35,84.35,1,0.4,1,6,58.75,1
6,6,50.35,95.35,1,0.5,1,6,80.0,3
7,7,51.35,96.35,1,0.5,1,6,10.0,4
8,8,52.35,97.35,1,0.5,1,6,57.5,3
10,10,55.35,100.35,1,0.5,1,6,23.75,6
11,11,59.35,104.35,1,0.5,1,6,12.5,1
12,12,63.35,108.35,1,0.4,1,6,68.75,7
15,15,68.35,113.35,1,0.5,1,6,18.75,9
17,17,83.35,128.35,1,0.5,1,6,77.5,10
18,18,87.35,132.35,1,0.4,1,6,48.75,4
19,19,104.35,149.35,1,0.5,1,6,72.5,2
21,21,109.35,154.35,1,0.5,1,6,51.25,6
23,23,113.35,158.35,1,0.5,1,6,10.0,11
24,24,114.35,159.35,1,0.5,1,6,56.25,3
26,26,121.35,166.35,1,0.4,1,6,61.25,10
27,27,124.35,169.35,1,0.5,1,6,88.75,1
28,28,127.35,172.35,1,0.3,1,6,38.75,9
33,33,134.35,179.35,1,0.4,1,6,33.75,10
34,34,140.35,185.35,1,0.3,1,6,87.5,11
35,35,141.35,186.35,1,0.2,1,6,26.25,11
36,36,148.35,193.35,1,0.5,1,6,105.0,7
38,38,157.35,202.35,1,0.6,1,6,87.5,15
39,39,157.35,202.35,1,0.3,1,6,87.5,4
40,40,162.35,207.35,1,0.4,1,6,36.25,2
42,42,165.35,210.35,1,0.5,1,6,155.0,6
45,45,176.35,221.35,1,0.6,1,6,57.5,3
46,46,177.35,222.35,1,0.4,1,6,42.5,7
47,47,181.35,226.35,1,0.4,1,6,46.25,6
48,48,181.35,226.35,1,0.3,1,6,61.25,6
49,49,182.35,227.35,1,0.4,1,6,36.25,15
50,50,184.35,229.35,1,0.3,1,6,168.75,4
58,58,198.35,243.35,1,0.6,1,6,93.75,9
61,61,202.35,247.35,1,0.6,1,6,50.0,1
62,62,202.35,247.35,1,0.5,1,6,70.0,10
64,64,213.35,258.35,1,0.6,1,6,21.25,9
65,65,214.35,259.35,1,0.5,1,6,32.5,2
68,68,237.35,282.35,1,0.5,1,6,60.0,11
71,71,250.35,295.35,1,0.4,1,6,28.75,15
72,72,252.35,297.35,1,0.6,1,6,45.0,7
73,73,256.35,301.35,1,0.4,1,6,26.25,1
75,75,268.35,313.35,1,0.5,1,6,17.5,2
76,76,270.35,315.35,1,0.5,1,6,16.25,11
77,77,298.35,343.35,1,0.3,1,6,66.25,1
80,80,308.35,353.35,1,0.3,1,6,57.5,9
82,82,37.639,163.35,-1,-0.5,1,6,95.0,1
83,83,43.17,122.6,-1,-0.5,1,6,51.25,2
84,84,47.366,144.1,-1,-0.4,1,6,58.75,1
86,86,56.8565,176.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,107.35,-1,-0.5,1,6,10.0,4
88,88,85.534,155.85,-1,-0.5,1,6,57.5,3
90,90,63.7595,125.1,-1,-0.5,1,6,23.75,6
91,91,63.6585,117.85,-1,-0.5,1,6,12.5,1
92,92,75.9075,178.1,-1,-0.4,1,6,68.75,7
95,95,76.9185,133.1,-1,-0.5,1,6,18.75,9
97,97,108.0325,206.85,-1,-0.5,1,6,77.5,10
98,98,126.045,182.1,-1,-0.4,1,6,48.75,4
99,99,115.234,222.85,-1,-0.5,1,6,72.5,2
101,101,123.88,206.6,-1,-0.5,1,6,51.25,6
103,103,116.5765,169.35,-1,-0.5,1,6,10.0,11
104,104,125.7665,216.6,-1,-0.5,1,6,56.25,3
106,106,140.8235,228.6,-1,-0.4,1,6,61.25,10
107,107,149.7725,259.1,-1,-0.5,1,6,88.75,1
108,108,147.781,212.1,-1,-0.3,1,6,38.75,9
113,113,154.5135,214.1,-1,-0.4,1,6,33.75,10
114,114,176.2805,273.85,-1,-0.3,1,6,87.5,11
115,115,157.3485,213.6,-1,-0.2,1,6,26.25,11
116,116,173.671,299.35,-1,-0.5,1,6,105.0,7
118,118,180.3935,290.85,-1,-0.6,1,6,87.5,15
119,119,179.9155,290.85,-1,-0.3,1,6,87.5,4
120,120,173.263,244.6,-1,-0.4,1,6,36.25,2
122,122,198.5675,366.35,-1,-0.5,1,6,155.0,6
125,125,193.6425,279.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,265.85,-1,-0.4,1,6,42.5,7
127,127,206.1235,273.6,-1,-0.4,1,6,46.25,6
128,128,208.265,288.6,-1,-0.3,1,6,61.25,6
129,129,197.2765,264.6,-1,-0.4,1,6,36.25,15
130,130,215.1515,399.1,-1,-0.3,1,6,168.75,4
138,138,224.8335,338.1,-1,-0.6,1,6,93.75,9
141,141,225.049,298.35,-1,-0.6,1,6,50.0,1
142,142,214.3125,318.35,-1,-0.5,1,6,70.0,10
144,144,222.559,280.6,-1,-0.6,1,6,21.25,9
145,145,227.9175,292.85,-1,-0.5,1,6,32.5,2
148,148,251.3865,343.35,-1,-0.5,1,6,60.0,11
151,151,278.952,325.1,-1,-0.4,1,6,28.75,15
152,152,262.6235,343.35,-1,-0.6,1,6,45.0,7
153,153,264.6965,328.6,-1,-0.4,1,6,26.25,1
155,155,273.324,331.85,-1,-0.5,1,6,17.5,2
156,156,275.395,332.6,-1,-0.5,1,6,16.25,11
157,157,340.43,410.6,-1,-0.3,1,6,66.25,1
160,160,321.796,411.85,-1,-0.3,1,6,57.5,9
161,161,0.0,540.0,0,0.0,0,-1,540.0,-1
