index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,540.0,0,0.0,0,-1,540.0,-1
2,2,22.35,67.35,1,0.5,1,6,95.0,1
4,4,39.35,84.35,1,0.4,1,6,58.75,1
6,6,50.35,95.35,1,0.5,1,6,80.0,3
7,7,51.35,96.35,1,0.5,1,6,10.0,4
8,8,52.35,97.35,1,0.5,1,6,57.5,3
9,9,52.35,97.35,1,0.4,1,6,12.5,5
10,10,55.35,100.35,1,0.5,1,6,23.75,6
11,11,59.35,104.35,1,0.5,1,6,12.5,1
12,12,63.35,108.35,1,0.4,1,6,68.75,7
13,13,65.35,110.35,1,0.5,1,6,10.0,8
15,15,68.35,113.35,1,0.5,1,6,18.75,9
16,16,75.35,120.35,1,0.5,1,6,52.5,5
17,17,83.35,128.35,1,0.5,1,6,77.5,10
18,18,87.35,132.35,1,0.4,1,6,48.75,4
20,20,107.35,152.35,1,0.4,1,6,72.5,8
21,21,109.35,154.35,1,0.5,1,6,51.25,6
22,22,113.35,158.35,1,0.5,1,6,20.0,8
23,23,113.35,158.35,1,0.5,1,6,10.0,11
24,24,114.35,159.35,1,0.5,1,6,56.25,3
25,25,116.35,161.35,1,0.4,1,6,60.0,8
26,26,121.35,166.35,1,0.4,1,6,61.25,10
27,27,124.35,169.35,1,0.5,1,6,88.75,1
28,28,127.35,172.35,1,0.3,1,6,38.75,9
31,31,132.35,177.35,1,0.2,1,6,45.0,13
33,33,134.35,179.35,1,0.4,1,6,33.75,10
34,34,140.35,185.35,1,0.3,1,6,87.5,11
35,35,141.35,186.35,1,0.2,1,6,26.25,11
36,36,148.35,193.35,1,0.5,1,6,105.0,7
37,37,153.35,198.35,1,0.3,1,6,185.0,5
39,39,157.35,202.35,1,0.3,1,6,87.5,4
42,42,165.35,210.35,1,0.5,1,6,155.0,6
43,43,170.35,215.35,1,0.2,1,6,63.75,5
45,45,176.35,221.35,1,0.6,1,6,57.5,3
46,46,177.35,222.35,1,0.4,1,6,42.5,7
47,47,181.35,226.35,1,0.4,1,6,46.25,6
48,48,181.35,226.35,1,0.3,1,6,61.25,6
50,50,184.35,229.35,1,0.3,1,6,168.75,4
53,53,187.35,232.35,1,0.3,1,6,97.5,13
54,54,187.35,232.35,1,0.3,1,6,62.5,8
58,58,198.35,243.35,1,0.6,1,6,93.75,9
61,61,202.35,247.35,1,0.6,1,6,50.0,1
62,62,202.35,247.35,1,0.5,1,6,70.0,10
64,64,213.35,258.35,1,0.6,1,6,21.25,9
68,68,237.35,282.35,1,0.5,1,6,60.0,11
72,72,252.35,297.35,1,0.6,1,6,45.0,7
73,73,256.35,301.35,1,0.4,1,6,26.25,1
76,76,270.35,315.35,1,0.5,1,6,16.25,11
77,77,298.35,343.35,1,0.3,1,6,66.25,1
79,79,302.35,347.35,1,0.6,1,6,41.25,13
80,80,308.35,353.35,1,0.3,1,6,57.5,9
82,82,37.639,163.35,-1,-0.5,1,6,95.0,1
84,84,47.366,144.1,-1,-0.4,1,6,58.75,1
86,86,56.8565,176.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,107.35,-1,-0.5,1,6,10.0,4
88,88,85.534,155.85,-1,-0.5,1,6,57.5,3
89,89,58.7165,110.85,-1,-0.4,1,6,12.5,5
90,90,63.7595,125.1,-1,-0.5,1,6,23.75,6
91,91,63.6585,117.85,-1,-0.5,1,6,12.5,1
92,92,75.9075,178.1,-1,-0.4,1,6,68.75,7
93,93,75.3565,121.35,-1,-0.5,1,6,10.0,8
95,95,76.9185,133.1,-1,-0.5,1,6,18.75,9
96,96,93.495,173.85,-1,-0.5,1,6,52.5,5
97,97,108.0325,206.85,-1,-0.5,1,6,77.5,10
98,98,126.045,182.1,-1,-0.4,1,6,48.75,4
100,100,127.8835,225.85,-1,-0.4,1,6,72.5,8
101,101,123.88,206.6,-1,-0.5,1,6,51.25,6
102,102,120.6105,179.35,-1,-0.5,1,6,20.0,8
103,103,116.5765,169.35,-1,-0.5,1,6,10.0,11
104,104,125.7665,216.6,-1,-0.5,1,6,56.25,3
105,105,139.7585,222.35,-1,-0.4,1,6,60.0,8
106,106,140.8235,228.6,-1,-0.4,1,6,61.25,10
107,107,149.7725,259.1,-1,-0.5,1,6,88.75,1
108,108,147.781,212.1,-1,-0.3,1,6,38.75,9
111,111,162.3625,223.35,-1,-0.2,1,6,45.0,13
113,113,154.5135,214.1,-1,-0.4,1,6,33.75,10
114,114,176.2805,273.85,-1,-0.3,1,6,87.5,11
115,115,157.3485,213.6,-1,-0.2,1,6,26.25,11
116,116,173.671,299.35,-1,-0.5,1,6,105.0,7
117,117,192.906,384.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,290.85,-1,-0.3,1,6,87.5,4
122,122,198.5675,366.35,-1,-0.5,1,6,155.0,6
123,123,193.09,280.1,-1,-0.2,1,6,63.75,5
125,125,193.6425,279.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,265.85,-1,-0.4,1,6,42.5,7
127,127,206.1235,273.6,-1,-0.4,1,6,46.25,6
128,128,208.265,288.6,-1,-0.3,1,6,61.25,6
130,130,215.1515,399.1,-1,-0.3,1,6,168.75,4
133,133,207.9925,330.85,-1,-0.3,1,6,97.5,13
134,134,209.7035,295.85,-1,-0.3,1,6,62.5,8
138,138,224.8335,338.1,-1,-0.6,1,6,93.75,9
141,141,225.049,298.35,-1,-0.6,1,6,50.0,1
142,142,214.3125,318.35,-1,-0.5,1,6,70.0,10
144,144,222.559,280.6,-1,-0.6,1,6,21.25,9
148,148,251.3865,343.35,-1,-0.5,1,6,60.0,11
152,152,262.6235,343.35,-1,-0.6,1,6,45.0,7
153,153,264.6965,328.6,-1,-0.4,1,6,26.25,1
156,156,275.395,332.6,-1,-0.5,1,6,16.25,11
157,157,340.43,410.6,-1,-0.3,1,6,66.25,1
159,159,318.5125,389.6,-1,-0.6,1,6,41.25,13
160,160,321.796,411.85,-1,-0.3,1,6,57.5,9
161,161,0.0,540.0,0,0.0,0,-1,540.0,-1
