index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
1,1,21.35,66.35,1,0.4,1,6,10.0,0
2,2,22.35,67.35,1,0.5,1,6,95.0,1
4,4,39.35,84.35,1,0.4,1,6,58.75,1
5,5,49.35,94.35,1,0.5,1,6,48.75,0
11,11,59.35,104.35,1,0.5,1,6,12.5,1
14,14,67.35,112.35,1,0.5,1,6,53.75,0
15,15,68.35,113.35,1,0.5,1,6,18.75,9
27,27,124.35,169.35,1,0.5,1,6,88.75,1
28,28,127.35,172.35,1,0.3,1,6,38.75,9
29,29,129.35,174.35,1,0.6,1,6,143.75,0
41,41,163.35,208.35,1,0.3,1,6,42.5,0
58,58,198.35,243.35,1,0.6,1,6,93.75,9
61,61,202.35,247.35,1,0.6,1,6,50.0,1
64,64,213.35,258.35,1,0.6,1,6,21.25,9
73,73,256.35,301.35,1,0.4,1,6,26.25,1
77,77,298.35,343.35,1,0.3,1,6,66.25,1
80,80,308.35,353.35,1,0.3,1,6,57.5,9
81,81,24.905,77.35,-1,-0.4,1,6,10.0,0
82,82,37.639,163.35,-1,-0.5,1,6,95.0,1
84,84,47.366,144.1,-1,-0.4,1,6,58.75,1
85,85,83.7635,144.1,-1,-0.5,1,6,48.75,0
91,91,63.6585,117.85,-1,-0.5,1,6,12.5,1
94,94,71.535,167.1,-1,-0.5,1,6,53.75,0
95,95,76.9185,133.1,-1,-0.5,1,6,18.75,9
107,107,149.7725,259.1,-1,-0.5,1,6,88.75,1
108,108,147.781,212.1,-1,-0.3,1,6,38.75,9
109,109,162.245,319.1,-1,-0.6,1,6,143.75,0
121,121,186.2935,251.85,-1,-0.3,1,6,42.5,0
138,138,224.8335,338.1,-1,-0.6,1,6,93.75,9
141,141,225.049,298.35,-1,-0.6,1,6,50.0,1
144,144,222.559,280.6,-1,-0.6,1,6,21.25,9
153,153,264.6965,328.6,-1,-0.4,1,6,26.25,1
157,157,340.43,410.6,-1,-0.3,1,6,66.25,1
160,160,321.796,411.85,-1,-0.3,1,6,57.5,9
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
