index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
2,2,22.35,67.35,1,0.5,1,6,95.0,1
3,3,25.35,70.35,1,0.5,1,6,51.25,2
4,4,39.35,84.35,1,0.4,1,6,58.75,1
6,6,50.35,95.35,1,0.5,1,6,80.0,3
7,7,51.35,96.35,1,0.5,1,6,10.0,4
8,8,52.35,97.35,1,0.5,1,6,57.5,3
11,11,59.35,104.35,1,0.5,1,6,12.5,1
18,18,87.35,132.35,1,0.4,1,6,48.75,4
19,19,104.35,149.35,1,0.5,1,6,72.5,2
24,24,114.35,159.35,1,0.5,1,6,56.25,3
27,27,124.35,169.35,1,0.5,1,6,88.75,1
39,39,157.35,202.35,1,0.3,1,6,87.5,4
40,40,162.35,207.35,1,0.4,1,6,36.25,2
45,45,176.35,221.35,1,0.6,1,6,57.5,3
50,50,184.35,229.35,1,0.3,1,6,168.75,4
61,61,202.35,247.35,1,0.6,1,6,50.0,1
65,65,214.35,259.35,1,0.5,1,6,32.5,2
73,73,256.35,301.35,1,0.4,1,6,26.25,1
75,75,268.35,313.35,1,0.5,1,6,17.5,2
77,77,298.35,343.35,1,0.3,1,6,66.25,1
82,82,37.639,163.35,-1,-0.5,1,6,95.0,1
83,83,43.17,122.6,-1,-0.5,1,6,51.25,2
84,84,47.366,144.1,-1,-0.4,1,6,58.75,1
86,86,56.8565,176.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,107.35,-1,-0.5,1,6,10.0,4
88,88,85.534,155.85,-1,-0.5,1,6,57.5,3
91,91,63.6585,117.85,-1,-0.5,1,6,12.5,1
98,98,126.045,182.1,-1,-0.4,1,6,48.75,4
99,99,115.234,222.85,-1,-0.5,1,6,72.5,2
104,104,125.7665,216.6,-1,-0.5,1,6,56.25,3
107,107,149.7725,259.1,-1,-0.5,1,6,88.75,1
119,119,179.9155,290.85,-1,-0.3,1,6,87.5,4
120,120,173.263,244.6,-1,-0.4,1,6,36.25,2
125,125,193.6425,279.85,-1,-0.6,1,6,57.5,3
130,130,215.1515,399.1,-1,-0.3,1,6,168.75,4
141,141,225.049,298.35,-1,-0.6,1,6,50.0,1
145,145,227.9175,292.85,-1,-0.5,1,6,32.5,2
153,153,264.6965,328.6,-1,-0.4,1,6,26.25,1
155,155,273.324,331.85,-1,-0.5,1,6,17.5,2
157,157,340.43,410.6,-1,-0.3,1,6,66.25,1
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
