index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
6,6,50.35,110.35,1,0.5,1,6,80.0,3
7,7,51.35,111.35,1,0.5,1,6,10.0,4
8,8,52.35,112.35,1,0.5,1,6,57.5,3
9,9,52.35,112.35,1,0.4,1,6,12.5,5
12,12,63.35,123.35,1,0.4,1,6,68.75,7
15,15,68.35,128.35,1,0.5,1,6,18.75,9
16,16,75.35,135.35,1,0.5,1,6,52.5,5
17,17,83.35,143.35,1,0.5,1,6,77.5,10
18,18,87.35,147.35,1,0.4,1,6,48.75,4
24,24,114.35,174.35,1,0.5,1,6,56.25,3
26,26,121.35,181.35,1,0.4,1,6,61.25,10
28,28,127.35,187.35,1,0.3,1,6,38.75,9
33,33,134.35,194.35,1,0.4,1,6,33.75,10
36,36,148.35,208.35,1,0.5,1,6,105.0,7
37,37,153.35,213.35,1,0.3,1,6,185.0,5
39,39,157.35,217.35,1,0.3,1,6,87.5,4
43,43,170.35,230.35,1,0.2,1,6,63.75,5
45,45,176.35,236.35,1,0.6,1,6,57.5,3
46,46,177.35,237.35,1,0.4,1,6,42.5,7
50,50,184.35,244.35,1,0.3,1,6,168.75,4
58,58,198.35,258.35,1,0.6,1,6,93.75,9
62,62,202.35,262.35,1,0.5,1,6,70.0,10
64,64,213.35,273.35,1,0.6,1,6,21.25,9
72,72,252.35,312.35,1,0.6,1,6,45.0,7
80,80,308.35,368.35,1,0.3,1,6,57.5,9
86,86,56.8565,191.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,122.35,-1,-0.5,1,6,10.0,4
88,88,85.534,170.85,-1,-0.5,1,6,57.5,3
89,89,58.7165,125.85,-1,-0.4,1,6,12.5,5
92,92,75.9075,193.1,-1,-0.4,1,6,68.75,7
95,95,76.9185,148.1,-1,-0.5,1,6,18.75,9
96,96,93.495,188.85,-1,-0.5,1,6,52.5,5
97,97,108.0325,221.85,-1,-0.5,1,6,77.5,10
98,98,126.045,197.1,-1,-0.4,1,6,48.75,4
104,104,125.7665,231.6,-1,-0.5,1,6,56.25,3
106,106,140.8235,243.6,-1,-0.4,1,6,61.25,10
108,108,147.781,227.1,-1,-0.3,1,6,38.75,9
113,113,154.5135,229.1,-1,-0.4,1,6,33.75,10
116,116,173.671,314.35,-1,-0.5,1,6,105.0,7
117,117,192.906,399.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,305.85,-1,-0.3,1,6,87.5,4
123,123,193.09,295.1,-1,-0.2,1,6,63.75,5
125,125,193.6425,294.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,280.85,-1,-0.4,1,6,42.5,7
130,130,215.1515,414.1,-1,-0.3,1,6,168.75,4
138,138,224.8335,353.1,-1,-0.6,1,6,93.75,9
142,142,214.3125,333.35,-1,-0.5,1,6,70.0,10
144,144,222.559,295.6,-1,-0.6,1,6,21.25,9
152,152,262.6235,358.35,-1,-0.6,1,6,45.0,7
160,160,321.796,426.85,-1,-0.3,1,6,57.5,9
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
