index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,540.0,0,0.0,0,-1,540.0,-1
2,2,22.35,82.35,1,0.5,1,6,95.0,1
3,3,25.35,85.35,1,0.5,1,6,51.25,2
4,4,39.35,99.35,1,0.4,1,6,58.75,1
6,6,50.35,110.35,1,0.5,1,6,80.0,3
7,7,51.35,111.35,1,0.5,1,6,10.0,4
8,8,52.35,112.35,1,0.5,1,6,57.5,3
9,9,52.35,112.35,1,0.4,1,6,12.5,5
10,10,55.35,115.35,1,0.5,1,6,23.75,6
11,11,59.35,119.35,1,0.5,1,6,12.5,1
12,12,63.35,123.35,1,0.4,1,6,68.75,7
13,13,65.35,125.35,1,0.5,1,6,10.0,8
16,16,75.35,135.35,1,0.5,1,6,52.5,5
17,17,83.35,143.35,1,0.5,1,6,77.5,10
18,18,87.35,147.35,1,0.4,1,6,48.75,4
19,19,104.35,164.35,1,0.5,1,6,72.5,2
20,20,107.35,167.35,1,0.4,1,6,72.5,8
21,21,109.35,169.35,1,0.5,1,6,51.25,6
22,22,113.35,173.35,1,0.5,1,6,20.0,8
23,23,113.35,173.35,1,0.5,1,6,10.0,11
24,24,114.35,174.35,1,0.5,1,6,56.25,3
25,25,116.35,176.35,1,0.4,1,6,60.0,8
26,26,121.35,181.35,1,0.4,1,6,61.25,10
27,27,124.35,184.35,1,0.5,1,6,88.75,1
33,33,134.35,194.35,1,0.4,1,6,33.75,10
34,34,140.35,200.35,1,0.3,1,6,87.5,11
35,35,141.35,201.35,1,0.2,1,6,26.25,11
36,36,148.35,208.35,1,0.5,1,6,105.0,7
37,37,153.35,213.35,1,0.3,1,6,185.0,5
38,38,157.35,217.35,1,0.6,1,6,87.5,15
39,39,157.35,217.35,1,0.3,1,6,87.5,4
40,40,162.35,222.35,1,0.4,1,6,36.25,2
42,42,165.35,225.35,1,0.5,1,6,155.0,6
43,43,170.35,230.35,1,0.2,1,6,63.75,5
45,45,176.35,236.35,1,0.6,1,6,57.5,3
46,46,177.35,237.35,1,0.4,1,6,42.5,7
47,47,181.35,241.35,1,0.4,1,6,46.25,6
48,48,181.35,241.35,1,0.3,1,6,61.25,6
49,49,182.35,242.35,1,0.4,1,6,36.25,15
50,50,184.35,244.35,1,0.3,1,6,168.75,4
54,54,187.35,247.35,1,0.3,1,6,62.5,8
61,61,202.35,262.35,1,0.6,1,6,50.0,1
