index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
1,1,21.35,81.35,1,0.4,1,6,10.0,0
2,2,22.35,82.35,1,0.5,1,6,95.0,1
3,3,25.35,85.35,1,0.5,1,6,51.25,2
4,4,39.35,99.35,1,0.4,1,6,58.75,1
5,5,49.35,109.35,1,0.5,1,6,48.75,0
11,11,59.35,119.35,1,0.5,1,6,12.5,1
14,14,67.35,127.35,1,0.5,1,6,53.75,0
19,19,104.35,164.35,1,0.5,1,6,72.5,2
27,27,124.35,184.35,1,0.5,1,6,88.75,1
29,29,129.35,189.35,1,0.6,1,6,143.75,0
40,40,162.35,222.35,1,0.4,1,6,36.25,2
41,41,163.35,223.35,1,0.3,1,6,42.5,0
61,61,202.35,262.35,1,0.6,1,6,50.0,1
65,65,214.35,274.35,1,0.5,1,6,32.5,2
73,73,256.35,316.35,1,0.4,1,6,26.25,1
75,75,268.35,328.35,1,0.5,1,6,17.5,2
77,77,298.35,358.35,1,0.3,1,6,66.25,1
81,81,24.905,92.35,-1,-0.4,1,6,10.0,0
82,82,37.639,178.35,-1,-0.5,1,6,95.0,1
83,83,43.17,137.6,-1,-0.5,1,6,51.25,2
84,84,47.366,159.1,-1,-0.4,1,6,58.75,1
85,85,83.7635,159.1,-1,-0.5,1,6,48.75,0
91,91,63.6585,132.85,-1,-0.5,1,6,12.5,1
94,94,71.535,182.1,-1,-0.5,1,6,53.75,0
99,99,115.234,237.85,-1,-0.5,1,6,72.5,2
107,107,149.7725,274.1,-1,-0.5,1,6,88.75,1
109,109,162.245,334.1,-1,-0.6,1,6,143.75,0
120,120,173.263,259.6,-1,-0.4,1,6,36.25,2
121,121,186.2935,266.85,-1,-0.3,1,6,42.5,0
141,141,225.049,313.35,-1,-0.6,1,6,50.0,1
145,145,227.9175,307.85,-1,-0.5,1,6,32.5,2
153,153,264.6965,343.6,-1,-0.4,1,6,26.25,1
155,155,273.324,346.85,-1,-0.5,1,6,17.5,2
157,157,340.43,425.6,-1,-0.3,1,6,66.25,1
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
