index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
2,2,22.35,82.35,1,0.5,1,6,95.0,1
3,3,25.35,85.35,1,0.5,1,6,51.25,2
4,4,39.35,99.35,1,0.4,1,6,58.75,1
6,6,50.35,110.35,1,0.5,1,6,80.0,3
7,7,51.35,111.35,1,0.5,1,6,10.0,4
8,8,52.35,112.35,1,0.5,1,6,57.5,3
11,11,59.35,119.35,1,0.5,1,6,12.5,1
18,18,87.35,147.35,1,0.4,1,6,48.75,4
19,19,104.35,164.35,1,0.5,1,6,72.5,2
24,24,114.35,174.35,1,0.5,1,6,56.25,3
27,27,124.35,184.35,1,0.5,1,6,88.75,1
39,39,157.35,217.35,1,0.3,1,6,87.5,4
40,40,162.35,222.35,1,0.4,1,6,36.25,2
45,45,176.35,236.35,1,0.6,1,6,57.5,3
50,50,184.35,244.35,1,0.3,1,6,168.75,4
61,61,202.35,262.35,1,0.6,1,6,50.0,1
65,65,214.35,274.35,1,0.5,1,6,32.5,2
73,73,256.35,316.35,1,0.4,1,6,26.25,1
75,75,268.35,328.35,1,0.5,1,6,17.5,2
77,77,298.35,358.35,1,0.3,1,6,66.25,1
82,82,37.639,178.35,-1,-0.5,1,6,95.0,1
83,83,43.17,137.6,-1,-0.5,1,6,51.25,2
84,84,47.366,159.1,-1,-0.4,1,6,58.75,1
86,86,56.8565,191.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,122.35,-1,-0.5,1,6,10.0,4
88,88,85.534,170.85,-1,-0.5,1,6,57.5,3
91,91,63.6585,132.85,-1,-0.5,1,6,12.5,1
98,98,126.045,197.1,-1,-0.4,1,6,48.75,4
99,99,115.234,237.85,-1,-0.5,1,6,72.5,2
104,104,125.7665,231.6,-1,-0.5,1,6,56.25,3
107,107,149.7725,274.1,-1,-0.5,1,6,88.75,1
119,119,179.9155,305.85,-1,-0.3,1,6,87.5,4
120,120,173.263,259.6,-1,-0.4,1,6,36.25,2
125,125,193.6425,294.85,-1,-0.6,1,6,57.5,3
130,130,215.1515,414.1,-1,-0.3,1,6,168.75,4
141,141,225.049,313.35,-1,-0.6,1,6,50.0,1
145,145,227.9175,307.85,-1,-0.5,1,6,32.5,2
153,153,264.6965,343.6,-1,-0.4,1,6,26.25,1
155,155,273.324,346.85,-1,-0.5,1,6,17.5,2
157,157,340.43,425.6,-1,-0.3,1,6,66.25,1
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
