index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,540.0,0,0.0,0,-1,540.0,-1
1,1,21.35,81.35,1,0.4,1,6,10.0,0
2,2,22.35,82.35,1,0.5,1,6,95.0,1
4,4,39.35,99.35,1,0.4,1,6,58.75,1
5,5,49.35,109.35,1,0.5,1,6,48.75,0
6,6,50.35,110.35,1,0.5,1,6,80.0,3
7,7,51.35,111.35,1,0.5,1,6,10.0,4
8,8,52.35,112.35,1,0.5,1,6,57.5,3
11,11,59.35,119.35,1,0.5,1,6,12.5,1
12,12,63.35,123.35,1,0.4,1,6,68.75,7
13,13,65.35,125.35,1,0.5,1,6,10.0,8
14,14,67.35,127.35,1,0.5,1,6,53.75,0
15,15,68.35,128.35,1,0.5,1,6,18.75,9
18,18,87.35,147.35,1,0.4,1,6,48.75,4
20,20,107.35,167.35,1,0.4,1,6,72.5,8
22,22,113.35,173.35,1,0.5,1,6,20.0,8
24,24,114.35,174.35,1,0.5,1,6,56.25,3
25,25,116.35,176.35,1,0.4,1,6,60.0,8
27,27,124.35,184.35,1,0.5,1,6,88.75,1
28,28,127.35,187.35,1,0.3,1,6,38.75,9
29,29,129.35,189.35,1,0.6,1,6,143.75,0
31,31,132.35,192.35,1,0.2,1,6,45.0,13
36,36,148.35,208.35,1,0.5,1,6,105.0,7
39,39,157.35,217.35,1,0.3,1,6,87.5,4
41,41,163.35,223.35,1,0.3,1,6,42.5,0
45,45,176.35,236.35,1,0.6,1,6,57.5,3
46,46,177.35,237.35,1,0.4,1,6,42.5,7
50,50,184.35,244.35,1,0.3,1,6,168.75,4
53,53,187.35,247.35,1,0.3,1,6,97.5,13
54,54,187.35,247.35,1,0.3,1,6,62.5,8
58,58,198.35,258.35,1,0.6,1,6,93.75,9
61,61,202.35,262.35,1,0.6,1,6,50.0,1
64,64,213.35,273.35,1,0.6,1,6,21.25,9
72,72,252.35,312.35,1,0.6,1,6,45.0,7
73,73,256.35,316.35,1,0.4,1,6,26.25,1
77,77,298.35,358.35,1,0.3,1,6,66.25,1
79,79,302.35,362.35,1,0.6,1,6,41.25,13
80,80,308.35,368.35,1,0.3,1,6,57.5,9
81,81,24.905,92.35,-1,-0.4,1,6,10.0,0
82,82,37.639,178.35,-1,-0.5,1,6,95.0,1
84,84,47.366,159.1,-1,-0.4,1,6,58.75,1
85,85,83.7635,159.1,-1,-0.5,1,6,48.75,0
86,86,56.8565,191.35,-1,-0.5,1,6,80.0,3
87,87,59.3525,122.35,-1,-0.5,1,6,10.0,4
88,88,85.534,170.85,-1,-0.5,1,6,57.5,3
91,91,63.6585,132.85,-1,-0.5,1,6,12.5,1
92,92,75.9075,193.1,-1,-0.4,1,6,68.75,7
93,93,75.3565,136.35,-1,-0.5,1,6,10.0,8
94,94,71.535,182.1,-1,-0.5,1,6,53.75,0
95,95,76.9185,148.1,-1,-0.5,1,6,18.75,9
98,98,126.045,197.1,-1,-0.4,1,6,48.75,4
100,100,127.8835,240.85,-1,-0.4,1,6,72.5,8
102,102,120.6105,194.35,-1,-0.5,1,6,20.0,8
104,104,125.7665,231.6,-1,-0.5,1,6,56.25,3
105,105,139.7585,237.35,-1,-0.4,1,6,60.0,8
107,107,149.7725,274.1,-1,-0.5,1,6,88.75,1
108,108,147.781,227.1,-1,-0.3,1,6,38.75,9
109,109,162.245,334.1,-1,-0.6,1,6,143.75,0
111,111,162.3625,238.35,-1,-0.2,1,6,45.0,13
116,116,173.671,314.35,-1,-0.5,1,6,105.0,7
119,119,179.9155,305.85,-1,-0.3,1,6,87.5,4
121,121,186.2935,266.85,-1,-0.3,1,6,42.5,0
125,125,193.6425,294.85,-1,-0.6,1,6,57.5,3
126,126,205.2325,280.85,-1,-0.4,1,6,42.5,7
130,130,215.1515,414.1,-1,-0.3,1,6,168.75,4
133,133,207.9925,345.85,-1,-0.3,1,6,97.5,13
134,134,209.7035,310.85,-1,-0.3,1,6,62.5,8
138,138,224.8335,353.1,-1,-0.6,1,6,93.75,9
141,141,225.049,313.35,-1,-0.6,1,6,50.0,1
144,144,222.559,295.6,-1,-0.6,1,6,21.25,9
152,152,262.6235,358.35,-1,-0.6,1,6,45.0,7
153,153,264.6965,343.6,-1,-0.4,1,6,26.25,1
157,157,340.43,425.6,-1,-0.3,1,6,66.25,1
159,159,318.5125,404.6,-1,-0.6,1,6,41.25,13
160,160,321.796,426.85,-1,-0.3,1,6,57.5,9
161,161,0.0,540.0,0,0.0,0,-1,540.0,-1
