index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
2,2,22.35,82.35,1,0.5,1,6,95.0,1
4,4,39.35,99.35,1,0.4,1,6,58.75,1
7,7,51.35,111.35,1,0.5,1,6,10.0,4
9,9,52.35,112.35,1,0.4,1,6,12.5,5
11,11,59.35,119.35,1,0.5,1,6,12.5,1
15,15,68.35,128.35,1,0.5,1,6,18.75,9
16,16,75.35,135.35,1,0.5,1,6,52.5,5
18,18,87.35,147.35,1,0.4,1,6,48.75,4
27,27,124.35,184.35,1,0.5,1,6,88.75,1
28,28,127.35,187.35,1,0.3,1,6,38.75,9
37,37,153.35,213.35,1,0.3,1,6,185.0,5
39,39,157.35,217.35,1,0.3,1,6,87.5,4
43,43,170.35,230.35,1,0.2,1,6,63.75,5
50,50,184.35,244.35,1,0.3,1,6,168.75,4
58,58,198.35,258.35,1,0.6,1,6,93.75,9
61,61,202.35,262.35,1,0.6,1,6,50.0,1
64,64,213.35,273.35,1,0.6,1,6,21.25,9
73,73,256.35,316.35,1,0.4,1,6,26.25,1
77,77,298.35,358.35,1,0.3,1,6,66.25,1
80,80,308.35,368.35,1,0.3,1,6,57.5,9
82,82,37.639,178.35,-1,-0.5,1,6,95.0,1
84,84,47.366,159.1,-1,-0.4,1,6,58.75,1
87,87,59.3525,122.35,-1,-0.5,1,6,10.0,4
89,89,58.7165,125.85,-1,-0.4,1,6,12.5,5
91,91,63.6585,132.85,-1,-0.5,1,6,12.5,1
95,95,76.9185,148.1,-1,-0.5,1,6,18.75,9
96,96,93.495,188.85,-1,-0.5,1,6,52.5,5
98,98,126.045,197.1,-1,-0.4,1,6,48.75,4
107,107,149.7725,274.1,-1,-0.5,1,6,88.75,1
108,108,147.781,227.1,-1,-0.3,1,6,38.75,9
117,117,192.906,399.35,-1,-0.3,1,6,185.0,5
119,119,179.9155,305.85,-1,-0.3,1,6,87.5,4
123,123,193.09,295.1,-1,-0.2,1,6,63.75,5
130,130,215.1515,414.1,-1,-0.3,1,6,168.75,4
138,138,224.8335,353.1,-1,-0.6,1,6,93.75,9
141,141,225.049,313.35,-1,-0.6,1,6,50.0,1
144,144,222.559,295.6,-1,-0.6,1,6,21.25,9
153,153,264.6965,343.6,-1,-0.4,1,6,26.25,1
157,157,340.43,425.6,-1,-0.3,1,6,66.25,1
160,160,321.796,426.85,-1,-0.3,1,6,57.5,9
161,161,0.0,441.35,0,0.0,0,-1,441.35,-1
