index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,441.35,0,0.0,0,-1,441.35,-1
1,1,21.35,81.35,1,0.4,1,6,10.0,0
2,2,22.35,82.35,1,0.5,1,6,95.0,1
3,3,25.35,85.35,1,0.5,1,6,51.25,2
4,4,39.35,99.35,1,0.4,1,6,58.75,1
5,5,49.35,109.35,1,0.5,1,6,48.75,0
6,6,50.35,110.35,1,0.5,1,6,80.0,3
7,7,51.35,111.35,1,0.5,1,6,10.0,4
8,8,52.35,112.35,1,0.5,1,6,57.5,3
9,9,52.35,112.35,1,0.4,1,6,12.5,5
11,11,59.35,119.35,1,0.5,1,6,12.5,1
12,12,63.35,123.35,1,0.4,1,6,68.75,7
13,13,65.35,125.35,1,0.5,1,6,10.0,8
14,14,67.35,127.35,1,0.5,1,6,53.75,0
15,15,68.35,128.35,1,0.5,1,6,18.75,9
16,16,75.35,135.35,1,0.5,1,6,52.5,5
18,18,87.35,147.35,1,0.4,1,6,48.75,4
19,19,104.35,164.35,1,0.5,1,6,72.5,2
20,20,107.35,167.35,1,0.4,1,6,72.5,8
22,22,113.35,173.35,1,0.5,1,6,20.0,8
23,23,113.35,173.35,1,0.5,1,6,10.0,11
24,24,114.35,174.35,1,0.5,1,6,56.25,3
25,25,116.35,176.35,1,0.4,1,6,60.0,8
27,27,124.35,184.35,1,0.5,1,6,88.75,1
28,28,127.35,187.35,1,0.3,1,6,38.75,9
29,29,129.35,189.35,1,0.6,1,6,143.75,0
30,30,132.35,192.35,1,0.3,1,6,118.75,12
34,34,140.35,200.35,1,0.3,1,6,87.5,11
35,35,141.35,201.35,1,0.2,1,6,26.25,11
36,36,148.35,208.35,1,0.5,1,6,105.0,7
37,37,153.35,213.35,1,0.3,1,6,185.0,5
39,39,157.35,217.35,1,0.3,1,6,87.5,4
40,40,162.35,222.35,1,0.4,1,6,36.25,2
41,41,163.35,223.35,1,0.3,1,6,42.5,0
43,43,170.35,230.35,1,0.2,1,6,63.75,5
44,44,172.35,232.35,1,0.4,1,6,76.25,16
45,45,176.35,236.35,1,0.6,1,6,57.5,3
46,46,177.35,237.35,1,0.4,1,6,42.5,7
50,50,184.35,244.35,1,0.3,1,6,168.75,4
54,54,187.35,247.35,1,0.3,1,6,62.5,8
55,55,188.35,248.35,1,0.3,1,6,23.75,12
56,56,188.35,248.35,1,0.4,1,6,51.25,19
58,58,198.35,258.35,1,0.6,1,6,93.75,9
59,59,202.35,262.35,1,0.2,1,6,68.75,16
61,61,202.35,262.35,1,0.6,1,6,50.0,1
64,64,213.35,273.35,1,0.6,1,6,21.25,9
65,65,214.35,274.35,1,0.5,1,6,32.5,2
66,66,227.35,287.35,1,0.5,1,6,36.25,12
68,68,237.35,297.35,1,0.5,1,6,60.0,11
69,69,243.35,303.35,1,0.3,1,6,21.25,19
72,72,252.35,312.35,1,0.6,1,6,45.0,7
73,73,256.35,316.35,1,0.4,1,6,26.25,1
75,75,268.35,328.35,1,0.5,1,6,17.5,2
76,76,270.35,330.35,1,0.5,1,6,16.25,11
77,77,298.35,358.35,1,0.3,1,6,66.25,1
