index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,397.92,0,0.0,0,-1,397.92,-1
1,1,41.021,121.376,1,0.5,1,6,52.5,0
7,7,57.771,146.861,1,0.3,1,6,88.75,5
8,8,72.271,137.1675,1,0.3,1,6,41.25,6
9,9,73.021,142.919,1,0.4,1,6,52.5,7
12,12,63.271,212.1455,1,0.3,1,6,126.25,9
18,18,76.521,231.0145,1,0.5,1,6,115.0,7
19,19,93.771,156.87,1,0.4,1,6,38.75,15
23,23,114.021,164.1745,1,0.4,1,6,12.5,0
25,25,101.521,216.8785,1,0.3,1,6,90.0,5
27,27,122.771,193.5185,1,0.3,1,6,33.75,9
29,29,129.771,184.3575,1,0.4,1,6,28.75,5
37,37,161.521,218.9525,1,0.5,1,6,20.0,6
38,38,155.771,244.5225,1,0.3,1,6,58.75,15
44,44,205.271,261.1545,1,0.4,1,6,16.25,9
45,45,195.021,273.965,1,0.3,1,6,72.5,0
47,47,217.021,300.251,1,0.4,1,6,67.5,7
50,50,228.521,282.615,1,0.6,1,6,20.0,6
54,54,226.271,303.965,1,0.4,1,6,51.25,15
58,58,239.521,317.2945,1,0.5,1,6,35.0,9
59,59,235.021,334.9535,1,0.5,1,6,67.5,6
63,63,243.771,332.226,1,0.4,1,6,83.75,5
70,70,275.771,336.312,1,0.6,1,6,23.75,5
75,75,288.021,346.211,1,0.6,1,6,17.5,7
77,77,292.271,349.491,1,0.5,1,6,21.25,0
79,79,307.271,353.3585,1,0.6,1,6,16.25,15
81,81,94.521,139.521,-1,-0.5,1,6,52.5,0
87,87,147.521,192.521,-1,-0.3,1,6,88.75,5
88,88,114.521,159.521,-1,-0.3,1,6,41.25,6
89,89,126.521,171.521,-1,-0.4,1,6,52.5,7
92,92,190.521,235.521,-1,-0.3,1,6,126.25,9
98,98,192.521,237.521,-1,-0.5,1,6,115.0,7
99,99,133.521,178.521,-1,-0.4,1,6,38.75,15
103,103,127.521,172.521,-1,-0.4,1,6,12.5,0
105,105,192.521,237.521,-1,-0.3,1,6,90.0,5
107,107,157.521,202.521,-1,-0.3,1,6,33.75,9
109,109,159.521,204.521,-1,-0.4,1,6,28.75,5
117,117,182.521,227.521,-1,-0.5,1,6,20.0,6
118,118,215.521,260.521,-1,-0.3,1,6,58.75,15
124,124,222.521,267.521,-1,-0.4,1,6,16.25,9
125,125,268.521,313.521,-1,-0.3,1,6,72.5,0
127,127,285.521,330.521,-1,-0.4,1,6,67.5,7
130,130,249.521,294.521,-1,-0.6,1,6,20.0,6
134,134,278.521,323.521,-1,-0.4,1,6,51.25,15
138,138,275.521,320.521,-1,-0.5,1,6,35.0,9
139,139,303.521,348.521,-1,-0.5,1,6,67.5,6
143,143,328.521,373.521,-1,-0.4,1,6,83.75,5
150,150,300.521,345.521,-1,-0.6,1,6,23.75,5
155,155,306.521,351.521,-1,-0.6,1,6,17.5,7
157,157,314.521,359.521,-1,-0.5,1,6,21.25,0
159,159,324.521,369.521,-1,-0.6,1,6,16.25,15
161,161,0.0,397.92,0,0.0,0,-1,397.92,-1
