index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,397.92,0,0.0,0,-1,397.92,-1
6,6,61.771,133.701,1,0.5,1,6,43.75,4
14,14,74.771,181.1125,1,0.4,1,6,83.75,11
15,15,83.521,149.09,1,0.3,1,6,40.0,12
21,21,88.021,212.1075,1,0.5,1,6,112.5,11
24,24,106.3766,219.991,1,0.5,1,6,82.1444,11
28,28,125.521,179.346,1,0.4,1,6,10.0,11
34,34,134.271,248.9635,1,0.4,1,6,81.25,4
35,35,138.271,233.8695,1,0.2,1,6,66.25,12
36,36,147.271,210.906,1,0.3,1,6,46.25,11
41,41,180.521,228.1115,1,0.5,1,6,10.0,4
48,48,220.771,281.826,1,0.4,1,6,53.75,4
51,51,225.521,283.822,1,0.6,1,6,35.0,12
53,53,231.021,286.938,1,0.6,1,6,17.5,11
67,67,262.271,319.547,1,0.5,1,6,16.25,12
71,71,274.021,345.095,1,0.3,1,6,32.5,11
76,76,283.771,361.2285,1,0.6,1,6,48.75,12
80,80,311.271,363.476,1,0.5,1,6,11.25,4
86,86,106.521,151.521,-1,-0.5,1,6,43.75,4
94,94,159.521,204.521,-1,-0.4,1,6,83.75,11
95,95,124.521,169.521,-1,-0.3,1,6,40.0,12
101,101,201.521,246.521,-1,-0.5,1,6,112.5,11
104,104,189.521,234.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,181.521,-1,-0.4,1,6,10.0,11
114,114,216.521,261.521,-1,-0.4,1,6,81.25,4
115,115,205.521,250.521,-1,-0.2,1,6,66.25,12
116,116,194.521,239.521,-1,-0.3,1,6,46.25,11
121,121,191.521,236.521,-1,-0.5,1,6,10.0,4
128,128,275.521,320.521,-1,-0.4,1,6,53.75,4
131,131,261.521,306.521,-1,-0.6,1,6,35.0,12
133,133,249.521,294.521,-1,-0.6,1,6,17.5,11
147,147,279.521,324.521,-1,-0.5,1,6,16.25,12
151,151,307.521,352.521,-1,-0.3,1,6,32.5,11
156,156,333.521,378.521,-1,-0.6,1,6,48.75,12
160,160,323.521,368.521,-1,-0.5,1,6,11.25,4
161,161,0.0,397.92,0,0.0,0,-1,397.92,-1
