index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,397.92,0,0.0,0,-1,397.92,-1
4,4,56.521,126.9875,1,0.4,1,6,45.0,3
7,7,57.771,146.861,1,0.3,1,6,88.75,5
11,11,61.021,212.606,1,0.3,1,6,132.5,8
14,14,74.771,181.1125,1,0.4,1,6,83.75,11
19,19,93.771,156.87,1,0.4,1,6,38.75,15
21,21,88.021,212.1075,1,0.5,1,6,112.5,11
22,22,106.521,149.3035,1,0.5,1,6,30.0,8
24,24,106.3766,219.991,1,0.5,1,6,82.1444,11
25,25,101.521,216.8785,1,0.3,1,6,90.0,5
28,28,125.521,179.346,1,0.4,1,6,10.0,11
29,29,129.771,184.3575,1,0.4,1,6,28.75,5
33,33,134.771,226.5635,1,0.4,1,6,53.75,3
36,36,147.271,210.906,1,0.3,1,6,46.25,11
38,38,155.771,244.5225,1,0.3,1,6,58.75,15
49,49,228.021,272.297,1,0.3,1,6,17.5,8
53,53,231.021,286.938,1,0.6,1,6,17.5,11
54,54,226.271,303.965,1,0.4,1,6,51.25,15
62,62,255.521,300.637,1,0.5,1,6,10.0,3
63,63,243.771,332.226,1,0.4,1,6,83.75,5
66,66,259.271,319.5585,1,0.5,1,6,26.25,8
70,70,275.771,336.312,1,0.6,1,6,23.75,5
71,71,274.021,345.095,1,0.3,1,6,32.5,11
74,74,284.271,325.0375,1,0.6,1,6,21.25,3
78,78,290.271,359.626,1,0.6,1,6,56.25,8
79,79,307.271,353.3585,1,0.6,1,6,16.25,15
84,84,102.521,147.521,-1,-0.4,1,6,45.0,3
87,87,147.521,192.521,-1,-0.3,1,6,88.75,5
91,91,194.521,239.521,-1,-0.3,1,6,132.5,8
94,94,159.521,204.521,-1,-0.4,1,6,83.75,11
99,99,133.521,178.521,-1,-0.4,1,6,38.75,15
101,101,201.521,246.521,-1,-0.5,1,6,112.5,11
102,102,137.521,182.521,-1,-0.5,1,6,30.0,8
104,104,189.521,234.521,-1,-0.5,1,6,82.1444,11
105,105,192.521,237.521,-1,-0.3,1,6,90.0,5
108,108,136.521,181.521,-1,-0.4,1,6,10.0,11
109,109,159.521,204.521,-1,-0.4,1,6,28.75,5
113,113,189.521,234.521,-1,-0.4,1,6,53.75,3
116,116,194.521,239.521,-1,-0.3,1,6,46.25,11
118,118,215.521,260.521,-1,-0.3,1,6,58.75,15
129,129,246.521,291.521,-1,-0.3,1,6,17.5,8
133,133,249.521,294.521,-1,-0.6,1,6,17.5,11
134,134,278.521,323.521,-1,-0.4,1,6,51.25,15
142,142,266.521,311.521,-1,-0.5,1,6,10.0,3
143,143,328.521,373.521,-1,-0.4,1,6,83.75,5
146,146,286.521,331.521,-1,-0.5,1,6,26.25,8
150,150,300.521,345.521,-1,-0.6,1,6,23.75,5
151,151,307.521,352.521,-1,-0.3,1,6,32.5,11
154,154,306.521,351.521,-1,-0.6,1,6,21.25,3
158,158,347.521,392.521,-1,-0.6,1,6,56.25,8
159,159,324.521,369.521,-1,-0.6,1,6,16.25,15
161,161,0.0,397.92,0,0.0,0,-1,397.92,-1
