index,cid,e,l,num,risk,s,c,MAX_L,ShuttleID
0,0,0.0,397.92,0,0.0,0,-1,397.92,-1
1,1,41.021,121.376,1,0.5,1,6,52.5,0
2,2,28.771,162.7195,1,0.3,1,6,118.75,1
5,5,54.271,148.9555,1,0.3,1,6,71.25,1
6,6,61.771,133.701,1,0.5,1,6,43.75,4
14,14,74.771,181.1125,1,0.4,1,6,83.75,11
21,21,88.021,212.1075,1,0.5,1,6,112.5,11
23,23,114.021,164.1745,1,0.4,1,6,12.5,0
24,24,106.3766,219.991,1,0.5,1,6,82.1444,11
28,28,125.521,179.346,1,0.4,1,6,10.0,11
34,34,134.271,248.9635,1,0.4,1,6,81.25,4
36,36,147.271,210.906,1,0.3,1,6,46.25,11
39,39,172.271,224.5945,1,0.4,1,6,21.25,1
41,41,180.521,228.1115,1,0.5,1,6,10.0,4
45,45,195.021,273.965,1,0.3,1,6,72.5,0
48,48,220.771,281.826,1,0.4,1,6,53.75,4
53,53,231.021,286.938,1,0.6,1,6,17.5,11
55,55,222.271,331.4775,1,0.6,1,6,86.25,1
71,71,274.021,345.095,1,0.3,1,6,32.5,11
77,77,292.271,349.491,1,0.5,1,6,21.25,0
80,80,311.271,363.476,1,0.5,1,6,11.25,4
81,81,94.521,139.521,-1,-0.5,1,6,52.5,0
82,82,148.521,193.521,-1,-0.3,1,6,118.75,1
85,85,126.521,171.521,-1,-0.3,1,6,71.25,1
86,86,106.521,151.521,-1,-0.5,1,6,43.75,4
94,94,159.521,204.521,-1,-0.4,1,6,83.75,11
101,101,201.521,246.521,-1,-0.5,1,6,112.5,11
103,103,127.521,172.521,-1,-0.4,1,6,12.5,0
104,104,189.521,234.521,-1,-0.5,1,6,82.1444,11
108,108,136.521,181.521,-1,-0.4,1,6,10.0,11
114,114,216.521,261.521,-1,-0.4,1,6,81.25,4
116,116,194.521,239.521,-1,-0.3,1,6,46.25,11
119,119,194.521,239.521,-1,-0.4,1,6,21.25,1
121,121,191.521,236.521,-1,-0.5,1,6,10.0,4
125,125,268.521,313.521,-1,-0.3,1,6,72.5,0
128,128,275.521,320.521,-1,-0.4,1,6,53.75,4
133,133,249.521,294.521,-1,-0.6,1,6,17.5,11
135,135,309.521,354.521,-1,-0.6,1,6,86.25,1
151,151,307.521,352.521,-1,-0.3,1,6,32.5,11
157,157,314.521,359.521,-1,-0.5,1,6,21.25,0
160,160,323.521,368.521,-1,-0.5,1,6,11.25,4
161,161,0.0,397.92,0,0.0,0,-1,397.92,-1
